,Species,Year,Seascapenr,LQL Juvenile Biomass,UQL Juvenile Biomass,LQL Adult Biomass,UQL Adult Biomass,Adult Biomass,Juvenile Biomass
17,Gadus morhua,1979,8.0,1.7089219065821837,35.99332862280766,3.603948568768096,17.978429424536532,21.582377993304632,37.70225052938984
18,Gadus morhua,1979,9.0,0.379690934378556,33.5963186152798,3.8930748872146457,16.217803540747152,20.110878427961797,33.97600954965836
19,Gadus morhua,1979,10.0,7.583581846504482,39.325643508161846,10.057594133697396,6.798928362727152,16.856522496424546,46.90922535466633
20,Gadus morhua,1980,1.0,1.3504208021821322,13.007916703587075,12.617369074430586,10.95974124954449,23.57711032397507,14.358337505769203
21,Gadus morhua,1980,2.0,0.35081152134507765,14.095808489756232,22.640325770633908,16.63390455880176,39.27423032943567,14.446620011101308
22,Gadus morhua,1980,3.0,2.546807916171031,14.713182962433134,7.681659110619749,5.624205359211453,13.305864469831203,17.259990878604164
23,Gadus morhua,1980,4.0,1.4260875775865687,17.99662612820284,2.0948896894796447,10.472440282714892,12.567329972194536,19.422713705789405
24,Gadus morhua,1980,5.0,1.1687771105317843,38.43686357352698,3.007533585691546,8.808756870331347,11.816290456022891,39.60564068405876
25,Gadus morhua,1980,6.0,3.328756461209629,8.760929841152748,2.2644935542278963,1.2719414342213369,3.536434988449234,12.089686302362374
26,Gadus morhua,1980,7.0,0.2428855212291887,1.249867391843635,0.0,40.785008652342725,40.785008652342725,1.4927529130728237
27,Gadus morhua,1980,8.0,12.261699901036724,31.364425037951623,6.961013795730842,16.536758260520372,23.49777205625121,43.626124938988355
28,Gadus morhua,1980,9.0,0.26404134334899604,0.7538598749571657,4.299560298243479,34.08956448453054,38.389124782774026,1.0179012183061618
29,Gadus morhua,1980,10.0,6.291445205539935,21.920875165455993,17.41382052319583,10.761476827263843,28.175297350459683,28.212320370995922
30,Gadus morhua,1981,1.0,0.8130310792842332,16.053319365117343,14.813317559883243,17.69521437217604,32.508531932059284,16.866350444401572
31,Gadus morhua,1981,2.0,0.7707662207354979,0.960173364875071,25.627182195322916,53.5280871447456,79.15526934006851,1.730939585610569
32,Gadus morhua,1981,3.0,5.6473125366380925,16.1814761120327,14.311828608278605,13.004044870379676,27.315873478658286,21.8287886486708
33,Gadus morhua,1981,4.0,3.7221122182059174,5.646322461896402,1.765681449330387,15.379616836640793,17.145298285971183,9.36843468010232
34,Gadus morhua,1981,5.0,8.182603005965735,9.439522715907797,8.35627180051293,8.831292677491895,17.187564478004827,17.622125721873534
35,Gadus morhua,1981,6.0,10.876185305835007,16.028886527182298,10.170862510123394,13.19879371502303,23.36965622514642,26.905071833017303
36,Gadus morhua,1981,7.0,0.9385704583852573,2.4002845096469603,2.742582224187688,19.618865510097677,22.361447734285363,3.3388549680322175
37,Gadus morhua,1981,8.0,3.103563303380371,32.31336051184668,7.913386122079787,30.672274238551857,38.58566036063166,35.41692381522705
38,Gadus morhua,1981,9.0,0.11334808484437675,2.8518099326810344,7.940302439779682,57.38761250420695,65.32791494398663,2.9651580175254115
39,Gadus morhua,1981,10.0,0.46257609354168944,10.254077155257567,14.689350687569505,3.260252424052519,17.949603111622025,10.716653248799256
40,Gadus morhua,1982,1.0,0.15653268050972569,11.330490892699022,5.431645835888669,4.457319401536391,9.88896523742506,11.487023573208749
41,Gadus morhua,1982,2.0,0.8518311462904512,38.54701796576823,19.36549280587604,52.76235648579634,72.12784929167238,39.39884911205868
42,Gadus morhua,1982,3.0,1.1022091968105854,29.857526500484184,9.144055048169458,7.761141517840703,16.90519656601016,30.959735697294775
43,Gadus morhua,1982,4.0,1.6823248504784332,7.394153425152253,1.2335876785171964,10.23437879463828,11.467966473155476,9.076478275630688
44,Gadus morhua,1982,5.0,0.8075259246506125,14.479048983901253,6.647723033085831,16.374039674453595,23.021762707539434,15.286574908551863
45,Gadus morhua,1982,6.0,0.7553449045259492,10.117525232172797,1.232190226750181,1.4793009127590886,2.711491139509269,10.872870136698745
46,Gadus morhua,1982,7.0,0.11568068163206435,0.33006789620620147,1.0322989944938799,14.661440669777473,15.693739664271353,0.4457485778382659
47,Gadus morhua,1982,8.0,3.4937259954264066,10.72867260492471,7.768614111704037,28.547536130726314,36.31615024243036,14.222398600351118
48,Gadus morhua,1982,9.0,3.0889075149034526,2.752434120756891,2.48267456109948,31.385828705189024,33.8685032662885,5.841341635660343
49,Gadus morhua,1982,10.0,6.852683418328691,30.90138202956057,7.586351147299742,9.765546759610338,17.35189790691008,37.75406544788926
50,Gadus morhua,1983,1.0,0.8646785789423862,16.20355722000896,9.380442614336374,12.280545846579706,21.66098846091608,17.068235798951346
51,Gadus morhua,1983,2.0,1.0596303226214212,21.07591894792187,15.435376455319277,15.057171926414602,30.49254838173388,22.13554927054329
52,Gadus morhua,1983,3.0,1.8755116269879506,11.361243442231116,7.339063822915542,9.92835351598508,17.26741733890062,13.236755069219067
53,Gadus morhua,1983,4.0,1.201335979582851,7.060592064691952,2.1076987342346905,20.78838283011194,22.89608156434663,8.261928044274802
54,Gadus morhua,1983,5.0,1.803129399724279,6.696378230509613,4.413457079637598,24.547685611370017,28.96114269100762,8.499507630233888
55,Gadus morhua,1983,6.0,2.7869768965371837,67.68269554362901,3.062702502624584,2.442349696072979,5.5050521986975625,70.4696724401662
56,Gadus morhua,1983,7.0,0.5238426747205819,0.967178028973642,2.4902814585758515,16.34499186360226,18.83527332217811,1.4910207036942242
57,Gadus morhua,1983,8.0,0.935047482149311,11.705521988132034,6.730216488087124,26.556517722578498,33.286734210665635,12.64056947028135
58,Gadus morhua,1983,9.0,1.3451784249577414,10.326350647175127,17.63595515493979,127.85272443549498,145.48867959043477,11.671529072132868
59,Gadus morhua,1983,10.0,0.6331261558225539,11.628453297667582,5.513145697870159,6.929756613983411,12.442902311853572,12.261579453490137
60,Gadus morhua,1984,1.0,0.9795522437121449,19.55930589672128,8.933046505364011,15.004911432681265,23.937957938045276,20.53885814043343
61,Gadus morhua,1984,2.0,1.0394929087646292,17.250811293353177,5.878044014401622,8.452285647531198,14.33032966193282,18.290304202117813
62,Gadus morhua,1984,3.0,2.9201608558437053,13.991049482153883,5.859594669368865,5.6935943549569314,11.553189024325798,16.911210337997588
63,Gadus morhua,1984,4.0,1.0587234042192752,7.913376861525219,2.424735584836754,14.664991252573554,17.08972683741031,8.97210026574449
64,Gadus morhua,1984,5.0,2.050266349576624,8.327033219103111,3.826540026354471,20.168804139190556,23.995344165545024,10.377299568679739
65,Gadus morhua,1984,6.0,15.727204069879981,8.088012471042282,0.7803772692926472,2.44146462907274,3.221841898365387,23.81521654092227
66,Gadus morhua,1984,7.0,0.31532143167509064,2.022474120584218,4.289978613931749,31.83657451009225,36.126553124024,2.337795552259309
67,Gadus morhua,1984,8.0,8.349670917629059,9.609947048132849,2.9982855375727158,17.036032401412363,20.034317938985076,17.95961796576191
68,Gadus morhua,1984,9.0,0.22593805029319405,1.3376540916710868,5.856123334836726,23.976638469991695,29.83276180482842,1.5635921419642809
69,Gadus morhua,1984,10.0,3.2537655230243243,13.344019556780411,6.419443232722857,6.59899105479997,13.01843428752283,16.59778507980473
70,Gadus morhua,1985,1.0,1.1041884901435297,17.589923002206167,8.753780832010078,5.160075075460785,13.913855907470861,18.694111492349702
71,Gadus morhua,1985,2.0,1.615687318915357,10.446520606861482,10.596157401105618,9.602876812152168,20.199034213257786,12.062207925776839
72,Gadus morhua,1985,3.0,5.045628767540463,14.059575197436098,6.453378391898938,7.92664710294293,14.380025494841869,19.10520396497656
73,Gadus morhua,1985,4.0,1.8140518035448652,4.252043340073139,2.786190974855946,1.6995344082928447,4.48572538314879,6.0660951436180035
74,Gadus morhua,1985,5.0,4.851675898858028,6.567745832395484,4.310484585289734,17.433077788538657,21.74356237382839,11.41942173125351
75,Gadus morhua,1985,6.0,2.1579373115168443,27.171165541945392,0.802452428678242,2.8479410081813996,3.650393436859641,29.329102853462228
76,Gadus morhua,1985,7.0,1.6886466096696189,3.367841602524828,5.029613010220869,24.473966609101794,29.503579619322657,5.056488212194448
77,Gadus morhua,1985,8.0,1.234634516957641,8.292190672361697,3.1839974311596744,18.276148561703277,21.46014599286295,9.526825189319338
78,Gadus morhua,1985,9.0,0.5344555655604233,2.273457439421842,8.193133364685952,76.23091308249649,84.42404644718243,2.807913004982266
79,Gadus morhua,1985,10.0,0.32258615404185953,16.78500797616769,6.5501570221165375,4.588678035533216,11.138835057649754,17.10759413020955
80,Gadus morhua,1986,1.0,0.2706352236485648,16.132023703644315,10.95718239381067,8.677005088865846,19.634187482676516,16.40265892729288
81,Gadus morhua,1986,2.0,0.500454307035362,17.251538614297395,9.514942770223872,11.749066350464133,21.264009120688005,17.751992921332754
82,Gadus morhua,1986,3.0,1.328241468771205,13.520620972990287,8.429879441154075,8.88087579050662,17.3107552316607,14.84886244176149
83,Gadus morhua,1986,4.0,1.0965128226371472,50.5159399671326,26.1203017433668,5.917437321432805,32.0377390647996,51.612452789769755
84,Gadus morhua,1986,5.0,1.870889283360479,4.994081357584532,2.0206123045369586,23.49559586919001,25.51620817372697,6.8649706409450095
85,Gadus morhua,1986,6.0,1.4496357922002185,1.380824077654618,1.9063397557866535,0.8782745869145225,2.7846143427011762,2.8304598698548356
86,Gadus morhua,1986,7.0,0.2624576717759301,4.503628306707857,2.98056259955879,16.050030361498756,19.030592961057547,4.766085978483789
87,Gadus morhua,1986,8.0,6.460211116085958,3.2741359264006693,2.277319354091179,6.251464998338413,8.528784352429591,9.734347042486627
88,Gadus morhua,1986,9.0,1.2236377917519634,9.1990072489791,2.6679735175502444,22.43095753617247,25.09893105372272,10.422645040731064
89,Gadus morhua,1986,10.0,1.823722549399412,7.479018335924673,3.9871700541999697,4.397889003759658,8.385059057959628,9.302740885324082
90,Gadus morhua,1987,1.0,2.1998097956585076,6.586460649891378,6.485896577873496,5.219605463826358,11.705502041699855,8.786270445549883
91,Gadus morhua,1987,2.0,2.4393591767810325,13.782112954330147,15.33838569845155,11.084165451739885,26.422551150191435,16.221472131111177
92,Gadus morhua,1987,3.0,3.000933246435371,11.985019986285739,4.9804962552434,5.464118709595872,10.444614964839275,14.985953232721098
93,Gadus morhua,1987,4.0,8.309170472723718,10.051446826176257,1.3693190574696488,3.6835394499201266,5.052858507389775,18.360617298899975
94,Gadus morhua,1987,5.0,9.398646328376877,7.643776154391073,5.115879301033084,35.5128746684314,40.62875396946448,17.042422482767954
95,Gadus morhua,1987,6.0,0.47282996725347926,0.5747057282285634,0.0720939793928637,1.0375966536816,1.1096906330744636,1.047535695482043
96,Gadus morhua,1987,7.0,0.6702948145131711,0.9497161875612795,2.9178309792895782,15.650336887060462,18.568167866350038,1.6200110020744507
97,Gadus morhua,1987,8.0,8.315850730534505,28.17897750749262,2.006228674857371,15.64645632144529,17.65268499630266,36.49482823802712
98,Gadus morhua,1987,9.0,11.712705528950332,15.402099531744689,9.087963699509622,34.37472158014,43.46268527964961,27.11480506069502
99,Gadus morhua,1987,10.0,4.743447411094662,20.35213270605036,9.609633771370628,9.267858620184091,18.877492391554718,25.095580117145012
100,Gadus morhua,1988,1.0,1.338603062714395,13.21497296058184,7.605358301717166,6.221938078032167,13.82729637974933,14.55357602329624
101,Gadus morhua,1988,2.0,0.6825081458083769,9.2119522703035,6.313396850815107,5.2211540476501,11.534550898465207,9.89446041611188
102,Gadus morhua,1988,3.0,2.818265506016145,10.591345151246951,4.171522584036145,7.24198207925544,11.413504663291585,13.409610657263096
103,Gadus morhua,1988,4.0,0.6352293220186317,6.586958969713794,0.7477689635243142,3.087955288622957,3.835724252147272,7.222188291732425
104,Gadus morhua,1988,5.0,1.123174553888261,5.248403924948357,3.040596849621468,30.263577672733042,33.30417452235451,6.371578478836618
105,Gadus morhua,1988,6.0,1.019555017026944,5.5152544907339305,0.19331820356942378,1.2548972494297974,1.4482154529992213,6.534809507760878
106,Gadus morhua,1988,7.0,0.030589640029054427,0.37163253405745117,3.0925494528607946,27.633973572016068,30.72652302487686,0.4022221740865056
107,Gadus morhua,1988,8.0,0.34368563229317517,4.931557922200565,2.0772967421438238,7.397767848968244,9.475064591112067,5.27524355449374
108,Gadus morhua,1988,9.0,0.5292789912697055,1.1705249781062876,0.0,59.56276716483727,59.56276716483727,1.6998039693759932
109,Gadus morhua,1988,10.0,0.9171216017512209,48.119183198886915,12.000945090299341,14.155440124438222,26.156385214737554,49.03630480063814
110,Gadus morhua,1989,1.0,1.3284086169990796,12.11156259164046,6.07550720166335,5.81066765487317,11.886174856536522,13.439971208639538
111,Gadus morhua,1989,2.0,0.3621146601729224,9.40804041112985,7.588691539977992,3.973570883681126,11.562262423659117,9.770155071302772
112,Gadus morhua,1989,3.0,2.9178063394287768,9.598777898133443,6.144851033175583,11.103436196649568,17.248287229825156,12.516584237562219
113,Gadus morhua,1989,4.0,2.20779290386506,7.800373051642015,0.8431496929651748,1.3049947484080784,2.1481444413732533,10.008165955507076
114,Gadus morhua,1989,5.0,2.1520163004056863,8.72042218839459,3.491976981027816,36.55959529683163,40.05157227785945,10.872438488800276
115,Gadus morhua,1989,6.0,1.2154257131240673,9.33256422727922,11.365585153215545,2.435019025730862,13.800604178946404,10.547989940403289
116,Gadus morhua,1989,7.0,0.4666176556234303,0.5879004457529875,1.7342003667612755,10.271653521629318,12.005853888390593,1.0545181013764178
117,Gadus morhua,1989,8.0,0.5943531523144076,3.6647884667640693,4.888128212873834,16.60506577644716,21.49319398932099,4.259141619078478
118,Gadus morhua,1989,9.0,1.0834260802504871,2.5783884584747487,2.435932401591313,30.07210531971931,32.50803772131062,3.6618145387252357
119,Gadus morhua,1989,10.0,0.4462033748914831,24.977248382014633,11.033726853523786,2.0601120673544107,13.093838920878197,25.423451756906115
120,Gadus morhua,1990,1.0,2.907115519598165,10.733528580908423,4.770028935527907,5.386257778590517,10.156286714118426,13.640644100506583
121,Gadus morhua,1990,2.0,1.5121489795142498,5.62692263095107,8.66319814522234,10.461168810770094,19.124366955992436,7.1390716104653205
122,Gadus morhua,1990,3.0,4.457734329493524,7.497018668367768,3.8005146904734337,6.438011652893674,10.238526343367107,11.954752997861297
123,Gadus morhua,1990,4.0,2.1148903211891907,6.686764939209102,0.5936050475998422,2.6160698034038923,3.2096748510037343,8.801655260398292
124,Gadus morhua,1990,5.0,2.0621526909930235,3.9484496751099005,2.268163320162206,23.63814946877495,25.906312788937154,6.010602366102924
125,Gadus morhua,1990,6.0,0.5149159440050377,6.812902356710546,7.701337962637209,9.864053854538467,17.565391817175676,7.327818300715585
126,Gadus morhua,1990,7.0,0.5504918185028073,1.4106332312794916,1.836302994059157,8.238451913002782,10.074754907061939,1.9611250497822987
127,Gadus morhua,1990,8.0,0.14546022922163854,2.394342491125834,4.244074112112809,23.516595985975364,27.76067009808817,2.5398027203474727
128,Gadus morhua,1990,9.0,0.3897472807167333,1.3354689736473158,0.0,16.9444616519247,16.9444616519247,1.725216254364049
129,Gadus morhua,1990,10.0,0.2893657805426875,16.033049647972593,11.541331484119999,7.842838831019705,19.384170315139702,16.32241542851528
130,Gadus morhua,1991,1.0,0.4008777484034988,12.74056820919724,2.851981565302719,3.107231290796907,5.959212856099626,13.141445957600741
131,Gadus morhua,1991,2.0,0.21897265768407156,8.79689217488789,2.5114826043112077,9.737429184536284,12.248911788847492,9.01586483257196
132,Gadus morhua,1991,3.0,1.6118880201067265,9.550049715730584,6.091864136470713,7.864548985076324,13.956413121547039,11.161937735837313
133,Gadus morhua,1991,4.0,0.42655157493854173,3.2084479565327295,0.11940241985170293,1.8246985424049376,1.9441009622566403,3.634999531471271
134,Gadus morhua,1991,5.0,0.4422344790313103,9.997215320573451,2.71415847333653,15.246751684723602,17.960910158060134,10.439449799604763
135,Gadus morhua,1991,6.0,0.6675784113771773,7.156204068961744,2.983956186934874,10.760866461898978,13.74482264883385,7.8237824803389175
136,Gadus morhua,1991,7.0,0.049100000186953985,1.6844683580636357,0.6801425534204942,6.133931207776531,6.814073761197024,1.7335683582505899
137,Gadus morhua,1991,8.0,1.807214434652228,3.6201784399219723,4.178670191314228,24.52834394785806,28.707014139172287,5.427392874574199
138,Gadus morhua,1991,9.0,0.1959594505459685,4.719772822249848,0.8462078223401809,5.690753790100599,6.536961612440781,4.915732272795816
139,Gadus morhua,1991,10.0,0.08639802172712083,4.766379542070991,6.218747466985248,6.106228663830303,12.32497613081555,4.852777563798113
140,Gadus morhua,1992,1.0,0.4026016393053879,7.040516933003819,4.969350224754659,3.8566746650613775,8.826024889816038,7.443118572309209
141,Gadus morhua,1992,2.0,0.0846732201434994,2.899664298002685,4.491209577606599,1.750454241215932,6.24166381882253,2.9843375181461846
142,Gadus morhua,1992,3.0,1.72102753240061,6.572378559852845,5.029849796083834,7.150850064917067,12.180699861000903,8.293406092253454
143,Gadus morhua,1992,4.0,0.37517173750963406,5.656043076721547,4.963413168544855,2.203726029704898,7.167139198249753,6.03121481423118
144,Gadus morhua,1992,5.0,1.2354294236285888,5.180914484431131,3.989700125165664,3.9773440676809804,7.967044192846646,6.41634390805972
145,Gadus morhua,1992,6.0,1.1827161368929016,1.3962388413166626,1.0037335271051386,2.701504876067619,3.705238403172757,2.5789549782095644
146,Gadus morhua,1992,7.0,0.5943222942461901,0.7312393715203106,0.6820428884890386,17.763000711223015,18.445043599712054,1.3255616657665006
147,Gadus morhua,1992,8.0,3.1014795069261702,2.5027254898858637,2.330731388413256,15.784151271569026,18.114882659982285,5.604204996812034
148,Gadus morhua,1992,9.0,1.1346008327463741,0.17546192382827303,0.8462078223401809,3.9729963220912907,4.819204144431472,1.310062756574647
149,Gadus morhua,1992,10.0,2.2398072771283246,2.6433493731216378,4.496276029722338,3.538961492227935,8.035237521950274,4.883156650249961
150,Gadus morhua,1993,1.0,3.3104361275422236,13.20127862671833,3.371696060782782,4.686837123196479,8.058533183979263,16.511714754260556
151,Gadus morhua,1993,2.0,3.1525152353230763,11.781184358460678,6.464385912294847,5.105032340346796,11.569418252641643,14.933699593783754
152,Gadus morhua,1993,3.0,6.5429969107639625,13.507627942918756,5.186842331924479,12.381962496370807,17.56880482829529,20.050624853682702
153,Gadus morhua,1993,4.0,2.1853472949935626,4.341958980043636,2.078596057172119,0.8578024163345593,2.9363984735066784,6.527306275037198
154,Gadus morhua,1993,5.0,6.076244566243601,8.110353432908884,2.6785374449184305,13.77587236742598,16.45440981234441,14.186597999152488
155,Gadus morhua,1993,6.0,0.3901004657037124,9.234306206293946,5.730970370361815,5.6717566673436846,11.402727037705498,9.624406671997658
156,Gadus morhua,1993,7.0,0.35815150091001846,3.117841316399354,1.396358209355052,10.705258489793174,12.101616699148224,3.4759928173093724
157,Gadus morhua,1993,8.0,0.06159385203627051,0.6695978918344068,1.779819906667648,6.556140014942501,8.335959921610149,0.7311917438706773
158,Gadus morhua,1993,9.0,1.5015330698833564,4.968180845956582,0.0,6.269892783431345,6.269892783431345,6.46971391583994
159,Gadus morhua,1993,10.0,0.10735177516783004,8.481104830390523,1.6262359684761774,4.113077303944205,5.739313272420383,8.588456605558353
160,Gadus morhua,1994,1.0,0.4724710331534258,6.377557285263755,3.732893762104313,5.3575710133045,9.090464775408813,6.85002831841718
161,Gadus morhua,1994,2.0,0.5209652197357589,4.759364989571011,8.29326456118899,2.3189199871528547,10.612184548341846,5.280330209306769
162,Gadus morhua,1994,3.0,2.127292927260649,6.743147658991341,4.383812865972513,11.558948418289418,15.942761284261934,8.870440586251988
163,Gadus morhua,1994,4.0,0.6668794464096364,2.19713326207794,1.739060504515331,4.460505154984449,6.199565659499779,2.8640127084875764
164,Gadus morhua,1994,5.0,3.231643557608175,6.736763965706843,1.5316428194829625,25.918953137768963,27.450595957251924,9.968407523315014
165,Gadus morhua,1994,6.0,0.6768814069583639,2.0131989810840882,3.4505974995298416,5.005757116759664,8.456354616289506,2.6900803880424524
166,Gadus morhua,1994,7.0,0.3108381587427981,3.2698654228523014,0.0,1.1808438727178308,1.1808438727178308,3.5807035815950994
167,Gadus morhua,1994,8.0,0.16407236076091958,1.008440354535069,1.272254830957187,4.7137801137560755,5.986034944713263,1.1725127152959884
168,Gadus morhua,1994,9.0,0.7271622757428412,8.397715902894438,2.065631321443762,15.62064501257347,17.68627633401723,9.124878178637278
169,Gadus morhua,1994,10.0,0.642086702634355,3.5667370215923477,3.6197641399289,2.730973244235931,6.350737384164832,4.208823724226703
170,Gadus morhua,1995,1.0,2.8766210994141472,10.328678504046001,4.567640758624566,2.925542706011779,7.4931834646363455,13.20529960346015
171,Gadus morhua,1995,2.0,2.874862562739552,11.886192091485738,6.334529893637465,5.009811037336261,11.344340930973726,14.76105465422529
172,Gadus morhua,1995,3.0,12.900044672539726,26.746038922462343,5.653829753514695,5.463435352293135,11.117265105807828,39.646083595002075
173,Gadus morhua,1995,4.0,2.3384899045133274,3.1980762117428623,0.33159717201647276,0.6369238458018518,0.9685210178183246,5.536566116256188
174,Gadus morhua,1995,5.0,6.896817057870334,9.246022185512171,1.5516181751811118,5.859251440999246,7.410869616180359,16.142839243382504
175,Gadus morhua,1995,6.0,0.5255431939381993,1.8369496732808444,1.4761009288863798,3.411448409509271,4.88754933839565,2.362492867219044
176,Gadus morhua,1995,7.0,0.3347139755517744,2.1079794651156645,1.628007677349016,3.635180555590243,5.2631882329392585,2.442693440667439
177,Gadus morhua,1995,8.0,0.5285077837294501,7.543862648485499,2.455953319444129,15.832569508813737,18.28852282825787,8.07237043221495
178,Gadus morhua,1995,9.0,0.2770115263519331,1.3945632731526019,4.775975987181467,6.341835392301351,11.117811379482816,1.6715747995045351
179,Gadus morhua,1995,10.0,0.4688538244733878,4.372365589523199,2.49446652027233,5.103452050363569,7.597918570635898,4.841219413996589
180,Gadus morhua,1996,1.0,1.32037574029495,7.995748776022625,3.9933051594699784,2.032973294990417,6.026278454460397,9.316124516317572
181,Gadus morhua,1996,2.0,0.9628419305083495,6.5570149186989655,6.749885498431999,5.284730600019396,12.034616098451394,7.519856849207315
182,Gadus morhua,1996,3.0,2.6243583762029314,26.10446854359621,6.3697602379195075,7.656927816864013,14.026688054783525,28.728826919799136
183,Gadus morhua,1996,4.0,1.3135887123649792,3.3666183607661546,0.2684370911943515,0.4731435370968751,0.7415806282912267,4.680207073131134
184,Gadus morhua,1996,5.0,1.9659311736123786,8.58292924233868,3.041176510162731,12.83723180291532,15.87840831307805,10.54886041595106
185,Gadus morhua,1996,6.0,0.6985628200516272,9.680845981798676,1.0542812966312087,9.314928158554896,10.369209455186104,10.379408801850301
186,Gadus morhua,1996,7.0,0.1536028259118879,2.807418319372857,0.6703509356274813,2.2251816873852563,2.8955326230127376,2.9610211452847452
187,Gadus morhua,1996,8.0,0.23667635324392813,3.63799970240404,1.7604775620268656,12.00309939755787,13.763576959584736,3.874676055647967
188,Gadus morhua,1996,9.0,1.0752993753023687,10.205205932269244,0.0,0.0,0.0,11.280505307571612
189,Gadus morhua,1996,10.0,0.0570419883275285,5.072975423129424,2.3774117829511416,2.6961027931322374,5.073514576083379,5.130017411456953
190,Gadus morhua,1997,1.0,0.4866054299956248,4.943742961697809,6.263860774696018,2.040336497837406,8.304197272533424,5.430348391693437
191,Gadus morhua,1997,2.0,0.29103331303732916,6.346675415818961,3.6293918954136926,4.3570818677740055,7.986473763187698,6.637708728856291
192,Gadus morhua,1997,3.0,5.640637472812086,12.399779916666663,4.9084357789393716,10.342859476923868,15.251295255863237,18.040417389478762
193,Gadus morhua,1997,4.0,0.7781635975482313,3.609575416544573,1.2303929918893828,1.3007936737234242,2.531186665612807,4.387739014092805
194,Gadus morhua,1997,5.0,4.851550925851491,5.473971354011863,1.9901852243555898,3.9502709154358797,5.940456139791469,10.325522279863359
195,Gadus morhua,1997,6.0,0.378749167233518,1.3438206889764532,1.8502772831936654,1.621780354074715,3.4720576372683802,1.7225698562099716
196,Gadus morhua,1997,7.0,0.7285175175049189,1.1426253489825473,2.4585661102838356,31.691366125752946,34.14993223603678,1.871142866487466
197,Gadus morhua,1997,8.0,0.4130525718053966,2.151162683244238,3.104800105827736,3.298648822157919,6.403448927985654,2.564215255049634
198,Gadus morhua,1997,9.0,0.27496889900640753,2.194732103964606,2.78414172729217,13.885911557514222,16.670053284806393,2.4697010029710134
199,Gadus morhua,1997,10.0,2.618992606354708,3.3685349735962355,4.247573682628352,1.1449401128840775,5.392513795512429,5.987527579950945
200,Gadus morhua,1998,1.0,2.7839210858151273,7.466237422499735,4.554359598429785,4.477334779528978,9.031694377958766,10.250158508314865
201,Gadus morhua,1998,2.0,2.6022844070264437,11.931650360598752,9.541013617654476,9.819382597524815,19.36039621517929,14.533934767625194
202,Gadus morhua,1998,3.0,9.751800512738402,11.239442774091026,7.844132136381023,9.980972279137108,17.825104415518133,20.991243286829423
203,Gadus morhua,1998,4.0,3.348755784605785,6.301526408982011,0.23608990251696516,1.5784850016215686,1.814574904138534,9.650282193587797
204,Gadus morhua,1998,5.0,5.43635953011512,4.377117254415807,1.1796212357081581,3.0396325818322616,4.2192538175404195,9.813476784530927
205,Gadus morhua,1998,6.0,0.2946651178236867,1.512285894967252,1.1925287809838272,4.328138010778611,5.520666791762438,1.8069510127909385
206,Gadus morhua,1998,7.0,0.8729521480891809,3.2084992869851505,1.260257198378694,9.445316509144536,10.705573707523229,4.081451435074332
207,Gadus morhua,1998,8.0,1.3932612033819582,2.6171614708799655,1.563600259752556,8.471161594602346,10.034761854354903,4.010422674261924
