"","Year","Seascapenr","Limanda limanda","Merlangius merlangus","Clupea harengus","Gadus morhua","Sprattus sprattus","Hyperoplus lanceolatus","Callionymus lyra","Scomber scombrus","Myoxocephalus scorpius","Platichthys flesus","Agonus cataphractus","Pleuronectes platessa","Eutrigla gurnardus","Amblyraja radiata","Squalus acanthias","Scyliorhinus canicula"
"28",1980,1,0.478467932241693,250.51717001446,14.5711542552057,37.9354478297443,0.742705573384751,0,0.0464773949457536,0.039580009034233,0,0,0.000365301640911602,0.548841635897705,0.353371629393521,0.740299929967788,0.928393019017097,0.114857522699127
"29",1980,2,0.0718875788430829,73.1775848402813,0.91670727634832,53.720850340537,0.00369957141749584,0,0,0,0,0,0,0,0.976036246040127,0,0,0
"30",1980,3,0.688642229621127,7.90069946926116,1.20447576363655,30.5658553484354,2.66488919729453,0,0,0.0944797694991976,0,0,0.000267877212208676,0.577485787525977,0.00916624526838103,0.721809263892776,1.71889242203019,0
"31",1980,4,0.36950096435289,151.202232432237,2.31908530232451,31.9900436779839,0.0891151154132833,0,0,0.00523708991857177,0,0,0,0.141760202165484,0.165946733706894,0.14550351790636,0.129085553289412,0
"32",1980,5,1.59154614707452,78.1788892688355,1.63259450977895,51.4219311400817,0.552897895937224,0,0.0116467967242406,0.00737728864774418,0,0,0.000682397727900049,0.271616356682467,7.60545692307879,0.315908257158819,0.981403332601933,0
"33",1980,6,45.9544564556664,10.396848120691,16.9456370561618,15.6261212908116,14.9980487012906,0.197956876886914,0,0,0.37488639386483,0.437395600171866,0.0171500236663676,6.86811668055936,0.00905028636807045,0,0,0
"34",1980,7,2.59089933809058,8.55845374048726,0.476384518850198,42.2777615654155,4.34037769841424,0,0.0125965382423497,0,0,0,0.00131085872155795,0.514781624790065,0.10852655955459,1.91546400983308,0.0939598871158993,0
"35",1980,8,20.6339843516716,72.7670340811376,17.7976612660353,67.1238969952396,47.8447306410638,0,0.0515505425449988,0.00286945983698285,0,0.33665448333622,0.000808036113355953,6.1649257642142,0.102983807508015,0,0,0
"36",1980,9,78.0771481761455,13.0005035693899,45.5718030563569,39.4070260010802,3.9360056532103,0,0.058391708194602,0,0,0,0,4.7428103264654,0.303581936938746,0,0,0
"37",1980,10,35.7227737894161,231.548993662095,12.830553942142,56.3876177214556,5.98928708219607,0.0110268269696885,0.0263930560558186,0.0178493679518595,0,1.48316174669826,0,5.78626919980982,0.282081907390537,0.0149139983180182,2.18047819524651,0
"38",1981,1,0.677199945279834,208.068455760107,33.5408531498469,49.3748823764609,0.315430476470465,0,0.00279440772169799,0,0,0,0,1.55089057350959,0.0210611784024536,0.630119791821971,0.22958496687525,0
"39",1981,2,0.299970064934293,196.880920900453,1.30296450895419,80.8862089256791,0.0397192726237861,0,0,0,0,0,0,0,1.16242604832137,0.1620108204087,2.51812864536665,0
"40",1981,3,0.461481747887623,20.0763895083181,2.33870509315815,49.1446621273291,7.73648324628571,0,0.00160517585572033,0.0142952476175765,0,0,0,2.0808572815544,0.14029557993522,1.71581798228962,0.328388597901615,0
"41",1981,4,7.28596559737712,272.406089245476,12.9558921965992,26.5137329660735,4.39131700684822,0,0.000821290993306505,0.118308823841429,0,0,0.00791734547574938,6.22993292997271,342.793396582608,2.33482526719694,0.50895262538031,0
"42",1981,5,3.45572915122613,88.5218155427686,12.8779630722075,34.8096901998784,7.63086497604056,0,0.138331795207527,0.0120332186712184,0,0.03272387642666,0.00118486114428359,1.23262974502752,7.32725605550353,2.2326662727108,0.472103432741082,0
"43",1981,6,68.5073552382708,10.5698055874542,6.46512440326955,50.2747280581637,3.38093402952256,0.0112076835483108,0.00159498591598576,0,1.00560906638251,0.922972397740808,0.2584298836715,15.0886551267768,0.00444108077088274,0.194781051224527,0,0
"44",1981,7,22.950336105508,3.13561275034636,0.761908856674084,25.7003027023176,1.87275487236655,0,0.0401851917594154,0.0183858670489554,0,0,0.00795604788535093,3.23572078043138,2.93359092293652,2.38974260996895,0.27809646743574,0
"45",1981,8,33.3974349187955,173.373758836274,22.0318608710124,74.0025841758587,46.8684817853292,0.00136494033140729,0.0592517061303069,0.00818813315341358,0,0.802766999838537,0.000945594473429963,11.3170095819041,0.465661853839117,0.154570399944199,0,0
"46",1981,9,15.1663395849849,203.596552932029,10.1747005249004,68.293072961512,55.0632466311831,0,0.131420526744484,0,0,0,0,17.4278513393881,0.22888317230907,0,0,0
"47",1981,10,37.8709498904941,144.21137303235,694.177277189801,28.6662563604213,26.7842347324144,0,0.0142670660669162,0,0,2.57164926953115,0,10.0439572158009,0,0,0,0
"48",1982,1,0.996839595443261,122.043344392124,28.5131812918817,21.3759888106338,0.0627587071825166,NA,0.0221896765129091,0,0,0,0,1.69143074924455,0.466485851245349,0.165990798355139,0.187183403445455,0.126072287317146
"49",1982,2,0.211461979749948,313.292532889871,0.616624987677312,111.526698403731,0.0494944694251167,NA,0,0,0,0,0,0,6.52521729822027,0,0.230654172168622,0
"50",1982,3,0.403367668799963,15.9881323771076,2.75677589135974,47.8649322633049,0.397154171901429,NA,0.000592036282302669,0,0,0.02860554114376,0,0.206884007803616,0.0308713892760439,0.51543092942463,0.254565777102226,0.0497395575433506
"51",1982,4,5.61921921707168,65.2016948170549,27.6563859479687,20.5444447487862,1.73787649113861,NA,0.00269836575640289,0.252848978753804,0,0,0.00132866383400664,9.25403545918229,43.9060010182398,0.489070003384703,0.11420567816023,0
"52",1982,5,1.81314989842565,16.8771978982381,12.7189990447621,38.3083376160913,4.32354889432477,NA,0.00786781128671029,0.0117825797284964,0,0.0099420174492933,0,2.58799538087373,30.0193045111241,0.840973940567261,0.450100853756046,0
"53",1982,6,14.6540589233272,85.9901544184654,16.2806773379683,13.584361276208,11.5507888136971,NA,3.21571557419077e-05,0,0.0480266226124704,0.188225024685262,0.0167157629528777,5.11385287948678,0,0.153425026431556,0,0
"54",1982,7,46.7693867998604,1.00347864747247,3.0987946048594,16.1394882421096,8.76649783607294,NA,0.0587129478229533,0,0,0.174218252426026,0.00160257152157059,6.19104292184839,0.394079363087385,0.538970826045751,0.147143851773967,0
"55",1982,8,23.3785800232611,35.8235102177318,54.3237655480463,50.5385488427815,11.9929064374658,NA,0.0164012393012847,0,0.00942801037598481,0.448054237732486,0.000344743870129148,6.35900956248407,0.0783377585593718,0.02508059910332,0.0140662310310563,0
"56",1982,9,2.78838699722181,7.520366383343,35.0535948945458,39.7098449019488,13.1352419493554,NA,0,0,0,0.277988513225115,0,5.5893753491313,0.276945458827148,0,0.139873631374548,0
"57",1982,10,9.17466595815576,45.8181801361619,170.443511330983,55.1059633547993,8.63821085719445,NA,0.000888656434696333,0,0.0271283607380687,0.907380417831131,0.00806362955988163,9.37350268161998,0.122120592564541,0,0.464444367838469,0
"58",1983,1,1.91203126296307,192.793753451288,18.8202627545191,38.7292242598674,0.443216627687132,0,0.0112259209467188,0.0460158691287494,0,0,0.000141663914383731,2.26345955233867,1.19442651797803,1.69801052046544,0.45314248675749,0.719588529650029
"59",1983,2,0.127241064142511,113.264104668225,1.95927045685896,52.6280976522772,0,0,0,0.0745098419602554,0,0,0,0,0.102379682929701,1.67634243821799,0.459837185384816,0
"60",1983,3,4.59146616247971,22.5176558285909,13.0757422144805,30.5041724081197,0.637326926705821,0,0.00422343547098077,1.02938815519243,0,0.0381295501866321,0,0.896497056612016,0.211332815142706,3.10510945944292,0.184866048323943,0.0290125704306748
"61",1983,4,8.41015103251973,68.0997919067303,62.1207752255162,31.1580096086214,1.46926683096297,0,0.00525508629014824,10.4408322929113,0,0,0.00334297570423722,2.45591813327831,53.7311988323848,1.2334978971822,0.138394766504855,0.0484131549764361
"62",1983,5,5.33733117222449,29.5408308654059,130.295312116992,37.4606503212415,2.71439358572241,0,0.0094934737809694,3.07775374468089,0.0014924970000984,0.0180380941517426,0.000594468241576809,2.39601685990442,2.98519434976341,2.09509302683622,1.01485236239302,0
"63",1983,6,43.057670436296,33.2431617792681,28.8204210828428,75.9747246388637,7.62249783327322,0.00172183408892227,0.0347706724104446,0,0.465770959223507,1.09237946202693,0.0700933150188845,10.4226481906192,0.00525665435660089,0.106601486090282,0.00441071480889233,0
"64",1983,7,10.3086139666852,1.26995024014698,58.7586595530532,20.3262940258723,5.59921328005486,0,0.000934214998212314,0,0,0.166813607249559,0.00357506924061259,3.04396697607615,0.494069540123947,0.834554939280842,0.988481765058532,0
"65",1983,8,54.1928755778252,13.3859639526569,53.0218165565552,45.927303680947,18.9340064608329,0,0.067035791710454,0,0.00583246903829978,1.07522540901605,0.00407173736632992,14.233487350745,0.233418657621061,0.179222819383768,0.272996606187217,0
"66",1983,9,5.00413750315897,10.9294876630798,69.9263437010202,157.160208662568,28.2465239434351,0,0.0447277863815477,0,0.0198733326574071,0.0794260136071342,0,6.23774823526116,0.252147969515566,0,0,0
"67",1983,10,16.3023416534304,51.3352249018496,27.3306147402003,24.7044817653437,6.52523906035595,0.0126737528063129,0.0265989020567656,0.00766031126376307,0.159039920919728,3.2684105426416,0.0675143493230412,8.05048229842306,0.0391211438955055,0.0870422071601954,0,0.00197158490262837
"68",1984,1,2.92488523226105,155.543100145948,81.0904023229453,44.4768160784787,0.150015188828166,0,0.0318014687837204,2.54407428662904,0.0113429174674139,0.00920704538622221,0.000212001767257241,1.04134708809952,1.84167665025556,1.23580257293054,0.554415754515623,1.41007376166933
"69",1984,2,0.428008139097761,79.6033909121355,22.8260120752404,32.6206338640506,0.0148027295720579,0,0.0080322856136165,0.344780703091222,0,0,0,0,3.08878569453919,1.69510560471871,0.858120583549323,0
"70",1984,3,4.02287839133127,24.8833890958495,26.7696048275717,28.4643993623234,0.374185713696131,0,0.00250259658215211,0.223768917674059,0,0,0,0.886642931337238,0.181060713641001,2.3988552835026,0.17197617436171,0
"71",1984,4,45.1630157576657,33.0387016016657,14.4429296363849,26.0618271031548,1.09791895162441,0,0.00152345590200036,0.124680792904503,0.189078290145353,0,0.00823157568104407,3.50910877556252,23.0626182698345,5.61746106215144,0.588921284464255,0.0340570142416129
"72",1984,5,11.1880172614153,97.8717602185687,78.4384843902777,34.3726437342248,2.56440985048856,0,0.0243047717625177,0.0401673129446258,0,0.0104008895197568,0.00547742568995659,2.3711023747137,78.5932966634484,3.03421142547057,1.11093587955268,0.0497412887023465
"73",1984,6,26.2685101506337,32.9354201603142,20.244100889686,27.0370584392876,11.0857828112125,0.00185831044637387,0.00412024330278333,0,1.52009040699253,0.413375386182496,0.112961909229453,10.5158009797429,0.00664363325603816,0.182437691204955,0,0
"74",1984,7,26.4915016758298,1.20449347929206,60.8103379092916,38.4643486762833,1.98378114362178,0,0,0,0,0.0523533792295091,0,4.40431434043053,15.0949098302398,0.801503587430533,0.370485579962035,0
"75",1984,8,36.6059657788994,46.8589447728553,71.638663618987,37.993935904747,10.4111963413335,0.00144301770671186,0.0762717117493551,0,0.0362842004415663,1.41783056812414,0.0754644721053122,10.351189737749,0.14724788863707,0.291717817818701,0.137150036851159,0
"76",1984,9,25.3633527246253,62.9366560337003,47.169497879587,31.3963539467927,6.98973868966723,0,0.15804197020775,0,0,0.172265256307483,0,8.79629620729674,0.793395503770498,0.296546680841179,0,0
"77",1984,10,16.6974736842621,66.3688333746726,43.5286208861023,29.6162193673276,14.3105796214798,0.015722651095323,0.0350512402670271,0,0.406668818738486,1.64960194496839,0.0536790079646413,6.74859129222487,0.073513326185296,0.0783535610629302,0.823191590475431,0
"78",1985,1,2.24310839984325,114.360311054825,426.773580172535,32.6079673998206,1.94951025955592,0,0.0179182691816309,0.201357060919335,0.0117807887637265,0,0.00166382631556237,0.758820130259054,1.98937415533771,0.868021435116055,0.61624862861495,0.281926819321628
"79",1985,2,2.45963925528099,97.6751661905546,17.4572048037211,32.2612421390346,0.0293370975858428,0,0,0.0729676883900097,0,0,0,0.0400663606105835,1.6601235663685,0.349409408190091,0,0
"80",1985,3,2.18256864697717,30.6854967646348,58.3259494121247,33.4852294598184,0.271033558522981,0,0.0289380413099015,0.169728301368708,0,0,0,0.761594225950525,0.918580198030615,3.16525221353244,0.807948972464072,0.0286895699820226
"81",1985,4,15.0581195886831,78.7561081800687,120.835544732309,10.5518205267668,0.595657786336634,0,0.00876621146349662,0.243638747562329,0.0276046570398043,0,0.0046577312434797,3.27862808391582,13.4066662416387,1.66078837513807,0.993357876701594,0.110415738869315
"82",1985,5,22.8425816462938,71.6440713767023,171.43440639631,33.1629841050819,6.55399343720079,0,0.0503968448952037,0.146588188374308,0.0581100365877984,0.00745651308696998,0.00524422124547895,5.50919733304922,10.6165796638581,1.69553881795953,2.70071360520544,0
"83",1985,6,26.8496707607262,6.69209212843779,87.2912429724389,32.9794962903219,11.8002807935029,0.00107626289398096,0.00195923487566465,0,0.411316847951813,0.635305853680523,0.0104820928598934,25.3501283789097,0.008124596057173,0.348491568798437,0,0
"84",1985,7,46.7929950329183,3.73262793289696,39.2094734311681,34.5600678315171,4.4491085171479,0,0.00585226975641963,0.021439014035339,0,0,0.0013474613475741,3.08437464251114,4.74699842433535,3.07180206170727,0,0
"85",1985,8,39.0597875137766,45.9199760648009,104.458937841256,30.9869711821823,6.51955687052167,0,0.0585745379283375,0,0.180074246800735,0.840454759478295,0.00277582855232181,10.799449126582,0.259439706585765,0.173088104314311,0.0287053030799378,0
"86",1985,9,16.7554644421021,122.877766267348,131.210223389672,87.2319594521647,7.47372539008881,0,0.011812578966399,0.0495655802802118,0,0,0.00197679052578028,4.94618982108846,2.00454978441678,0,0,0
"87",1985,10,16.3929882957553,54.2875489351124,22.415544930601,28.2464291878593,9.74926426526893,0.00438058946680384,0.00537041702598759,0.00888170537655692,0.159883998128115,0.906528437193514,0.0174519538587607,5.26217625787598,0.689884794044742,0,4.23396330537017,0.0503348419028591
"88",1986,1,4.07652436576286,139.410528884932,341.411457823885,36.0368464099694,1.17318217178034,0,0.0224691584642292,0.159478256534408,0.0287058678145391,0,0.000316226422157708,1.66718387794031,1.91137210095712,0.532802121566798,1.22403409805185,0.592976514838894
"89",1986,2,1.13287471033939,79.3151784287225,88.5528184285307,39.0160020420208,0.256050701374125,0,0.000834397929899875,0.0376201498062941,0,0,0,0.188252637200827,5.89829700447663,2.64234874839949,0.839780471878828,0.148845598929401
"90",1986,3,3.9022692498491,30.0564994067941,33.9967343472062,32.1596176734222,0.00179091548650076,0,0.0015190340965712,0.0533575343366081,0.000968204397577199,0,0,0.931547084697523,0.764035264435621,4.98443096546555,0.366680996922912,0.0231975881076891
"91",1986,4,62.6823564052518,61.6751642954412,90.5116537124694,83.6501918545693,1.35331978263108,0,0.0536409100115031,0.174552550124882,0.0804304598007045,0,0.00459256454919983,4.17531053337889,62.2082441406689,3.21844966037935,2.08712116571581,0
"92",1986,5,29.5211884475167,58.6313262682869,408.548514732955,32.381178814672,1.08864629310865,0,0.0544528928710724,0.0996319869019496,0.122900431564159,0,0.0288473288129295,4.19956866799032,2.32651814739668,3.20022231387365,1.18032161554388,0.0495003189658005
"93",1986,6,7.99340977749578,2.71168009255962,37.0891414280101,5.61507421255601,0.293000076481566,0.00227310590365852,0.00023989001241502,0.00542230651183534,1.0051866718905,1.22173237151949,0.0657537724443902,6.90074803074388,0,0.180124652211251,0,0.0221479443982726
"94",1986,7,47.3942086418733,2.13523415025554,8.10051938003457,23.7966789395413,0.334344864519707,0,0.0307690501979827,0.0143177827838329,0.0186084354369609,0,0.00921636796344327,4.09951607229714,0.0153793499701527,3.98577411606046,0.238403977592745,0
"95",1986,8,68.4443870837382,77.9107806973485,145.032907721245,18.2631313949162,6.3072008101538,0,0.0500561435446225,0.00443945248141234,0.268819931048281,1.29264181559021,0.0132609089438967,15.92598928749,0.0955357604273173,0.169737885177728,0.114209978174105,0
"96",1986,9,28.8599031261176,37.9594622364172,34.9315448797448,35.5215760944538,1.74005226653453,0,0.0905956124905207,0,0,0.0345843719738751,0.00882504262848126,14.5743189177105,2.97695302806197,0.514671893429873,0.39933925849649,0
"97",1986,10,47.2370663848619,100.277711281202,38.6491323781922,17.6877999432837,1.58289097173311,0.000906210968777396,0.0254561191403251,0.45242585615641,0.463784084462833,0.810854070359222,0.0289865922010056,5.44353705414189,4.00212448321577,0,0.199683792961929,8.84623689468507e-05
"98",1987,1,5.12345005295068,363.53348790048,332.765358480285,20.4917720907833,0.458325672999954,0,0.00516586351708464,0.0945595889827073,0.00658491473184355,0,0,0.587720753570856,1.31092830294141,1.50870657823298,0.654861866253142,0.713121468734573
"99",1987,2,1.4092471728793,236.904336337935,118.366286538928,42.64402308125,0.0211286935326008,0,0.00707712656337952,0.0195897838375541,0,0,0,0.082520603089675,3.06914625381298,2.30725967468145,1.59840811412794,0
"100",1987,3,7.21358841698796,26.0482192049472,36.7234093441883,25.4305681790763,0.0101829736211704,0,0,28.1883460012249,0,0.0119248110776457,0,0.9740766221035,1.47856747772579,9.00645259910011,0.0426933722812473,0
"101",1987,4,22.0328178403942,105.290378441171,208.188191767904,23.4134756624301,1.37799431712252,0,0.0216797412721788,0.0641043426145981,0.16650413470385,0.0129874277892547,0.00341177280889188,4.17546688586074,29.5752154552017,8.63057799660873,1.84212735151088,0.0485270570177558
"102",1987,5,38.2262451978913,96.4203322934391,308.602050291732,57.6711750312858,1.64870620506048,0,0.160100129277852,0.0334413742701886,0.000222432802672281,0.0609692242825081,0.00879052375534107,5.27096674998133,2.97560795231013,5.31548643440231,1.32315455211385,0
"103",1987,6,24.3523003084727,1.50696584507822,14.0103173939694,2.15722623544804,10.5645894334234,0.00859315644172426,0.00780122944339646,0,1.18582646965387,1.08206886645258,0.0401744478951667,5.83951536382824,0,0.23196501694169,0,0
"104",1987,7,45.6513726121573,7.5100352023719,92.2291094686213,20.188178584913,0.0884876675057773,0,0.0570160361393088,0.0142291627660238,0,0,0.00760407223369414,3.84637376490925,0.0382413888658188,6.06813811601537,0.272599975899583,0
"105",1987,8,103.71930273732,33.1664061420703,199.745300583899,54.1475128352639,5.47393821691773,0,0.0729395887032771,0.0147298983341239,1.06303800618781,2.90423081153981,0.0387489213041283,21.566350923771,0.0225106951472746,0.218695393246084,0.0333760247526057,0
"106",1987,9,51.2680029873567,163.670146731904,136.926212967324,70.5774875646365,6.28722096181794,0.0252952383664184,0.107624320007535,0.0123967702681014,0.00558355007841654,4.86990149688876,0.00635742170399778,6.85415672158379,0.0697196404138974,0.29763532003017,3.3160167765051,0
"107",1987,10,44.7651741165516,30.8884203517928,68.6261259607396,43.9730728295066,19.9903217898346,0,0.0161483274364172,0.00869751102430821,0.925416109649306,2.78393358978178,0.0410378798032594,15.584440441453,0.00541657863823535,0,0.481956411227587,0
"108",1988,1,5.21787807479261,336.746634404993,604.427628947373,28.3808716424194,4.29821910996115,0.00238290982579283,0.0518104432630801,0.151941758138662,0.0214780636050331,0,0.00117235829109498,1.49988853740769,1.6431993198313,0.684260146933136,0.970927655257395,0.390845044936914
"109",1988,2,2.11012833044758,198.41208633237,4265.22799979045,21.4290096608333,0.0538706870651028,0,0,0.186853823625449,0,0,0,0.0506965383001609,0.772480544057125,0.555671728328032,1.75982827680233,0
"110",1988,3,4.70267386601773,69.2289490017782,74.3168150775166,24.8231150557903,0.0623295514339302,0,0.00196872860616456,0.598682981406397,0,0,0,1.29705592274343,1.62499349861691,2.76238211554631,0.201366826896346,0
"111",1988,4,32.5205490746948,121.079641679712,742.237464073962,11.0579123684211,6.8254475895651,0,0.0321375330268546,0.0975748528843932,0.0205609879945185,0.0100112655713849,0.0189388784759941,5.16300896149486,5.68349152677356,2.67307992238335,0.740446142345463,0.104188438355766
"112",1988,5,38.9700304419202,213.180662744686,183.562610552409,39.6757534479412,8.35119505586753,0,0.0753737382079685,0.0147103289016718,0,0.0230970790718422,0.0163432376320675,7.29710862408858,9.32123174836001,2.04143065526459,1.10676282522587,0
"113",1988,6,54.8174643788229,19.066326775337,83.6109103395712,7.98302489285714,18.8344098260327,0.00799722650506193,0.0119842893663183,0,0.612376276576328,0.915454839409639,0.143866247360364,32.3333048919039,0.00824321698487617,2.16351138995747,0.00978750989630231,0
"114",1988,7,33.7000106284768,9.93042229729657,104.750371063804,31.1287460857143,11.403251987426,0,0.0644504466688064,0,0,0,0.00495472487471581,1.14038403564038,4.66710508646597,3.01904328232543,0,0
"115",1988,8,91.6775747923151,55.8450064430778,139.085417667737,14.7503083054545,20.6175198817002,0.00223011827400924,0.230077075236252,0,0.0465273358317849,0.959272202052745,0.0280358689494383,21.9995105863902,0.23209248746444,0.062299301175976,0.673533788659121,0
"116",1988,9,65.1439747144615,39.0670043739674,42.250216449444,61.26257267,25.3629117941655,0.00917746621131782,0.125033782749255,0.028550430664679,0,0.422421111896437,0.0162443465716974,6.42771119094766,3.3115907128958,0.132338140728386,0.864843399737003,0
"117",1988,10,31.0167825731469,103.104208878941,20.458873905564,75.1926902433333,12.719424161832,0,0.0180175796100769,0.0614861854699859,0.304325479270396,2.6368180858057,0.0605972311596206,9.84336873040901,1.28474679538473,0,0.435753678329284,0.0354366886014237
"118",1989,1,9.03113075426157,320.822052963684,148.736667262035,25.3261460413462,0.343291221108174,0.110452580656925,0.0481374184137756,0.00603986080412088,0.0313447997595955,0,0.000266209012623227,1.73587240716171,3.19742027879267,0.81649269148205,0.309633217527243,0.662417635092866
"119",1989,2,4.99103648801186,530.95478562347,405.171960712352,21.332416735,0.0502697696839848,0,0.0178693350312319,0.0297522486434434,0,0,0,0,0.73417143992222,3.52282346120377,3.257400643209,0
"120",1989,3,19.5300114016764,78.2961713135662,227.013752463838,29.764871308697,0.0346577545656662,0.00436025689488975,0.00520635445725514,0.57231387361536,0,0,0.00105956900951002,1.95625562135799,3.60987050674828,6.5719287745935,0.472943493744783,0.0915719843463058
"121",1989,4,38.5923605831195,252.032345788564,148.80465451818,12.1563102632432,0.968371516219952,0,0.0594948059716749,3.13899953609599,0.0447335952141551,0,0.00611281495161476,5.57468438073265,18.7139319164409,7.95577418003735,0.460909339266675,0.172455835471076
"122",1989,5,35.1710329867016,148.464981123477,342.02065422809,50.9240108285676,2.91607817148535,0,0.129056167215799,0.102420274821638,0.016924484882073,0,0.0371180387116093,7.33315094901837,15.9002060949758,8.55022585047843,1.19747311476451,0.0897747266667054
"123",1989,6,64.4495332063055,8.63156008095983,86.7149315187022,24.3485940507692,195.815507811411,0.0353663830359175,0.0805027818909166,0.0025702930155339,0.451897460903854,3.77222541483136,0.321297765972344,47.5446627485379,0.00557803979633036,0.879905431574631,0.0891311036651718,0.0296907303644831
