"","Seascapes","lag-year","lag","cor","lwr_conf","upr_conf"
"98","1 & 2","1991 - 1994",3,0.00325130002131872,0.0652312346201087,-0.0587536247314403
"99","1 & 2","1992 - 1995",3,0.0180809431702343,0.0799843716989667,-0.0439614153733497
"100","1 & 2","1993 - 1996",3,0.0257125299919343,0.087566032307825,-0.0363384759853595
"101","1 & 2","1994 - 1997",3,0.0213942221121288,0.0832768550208038,-0.0406527778973551
"102","1 & 2","1995 - 1998",3,0.0111740897129581,0.073116523191264,-0.0508542203157902
"103","1 & 2","1996 - 1999",3,0.00760520903637887,0.0695654934519361,-0.0544135278118619
"104","1 & 2","1997 - 2000",3,0.0158162125290964,0.0777330780582145,-0.0462221906163644
"105","1 & 2","1998 - 2001",3,0.0253028828049827,0.0871592469708052,-0.0367478424799063
"106","1 & 2","1999 - 2002",3,0.0173189254108162,0.0792269456008907,-0.0447221731933377
"107","1 & 2","2000 - 2003",3,-0.0133593822107946,0.0486740115671404,-0.07529011023154
"108","1 & 2","2001 - 2004",3,-0.0435853580815089,0.0184575966561536,-0.105293937325415
"109","1 & 2","2002 - 2005",3,-0.0491780508282314,0.0128542203030345,-0.110833236139508
"110","1 & 2","2003 - 2006",3,-0.0259811367280719,0.0360700419953785,-0.0878327513242636
"111","1 & 2","2004 - 2007",3,0.0116549908138245,0.0735948988625372,-0.050374488688563
"112","1 & 2","2005 - 2008",3,0.0382884569830436,0.100044072906723,-0.0237610251320612
"113","1 & 2","2006 - 2009",3,0.0436835734783041,0.105391248096334,-0.0183592272495083
"114","1 & 2","2007 - 2010",3,0.0395790316363126,0.101323504117865,-0.0224691818194608
"115","1 & 2","2008 - 2011",3,0.0382326375246624,0.0999887308124467,-0.0238168947872781
"116","1 & 2","2009 - 2012",3,0.0446930249845767,0.106391333427778,-0.0173481232216581
"117","1 & 2","2010 - 2013",3,0.0548763714517899,0.116473217242079,-0.00714100441005891
"118","1 & 2","2011 - 2014",3,0.0614736468603856,0.122997991272881,-0.000521422733995942
"119","1 & 2","2012 - 2015",3,0.0628471855746167,0.12435576670429,0.000857443770187177
"120","1 & 2","2013 - 2016",3,0.0532694146652529,0.114883114593252,-0.00875257174383659
"121","1 & 2","2014 - 2017",3,0.0207100745332976,0.082597112123932,-0.0413360785706031
"122","1 & 2","2015 - 2018",3,-0.0189251401339649,0.0431185302063975,-0.0808233983614512
"123","1 & 2","2016 - 2019",3,-0.0287042345436127,0.0333481898421779,-0.0905362111002822
"124","1 & 2","1977 - 1981",4,0.0128554027049646,0.0747888824843934,-0.0491768710909019
"125","1 & 2","1978 - 1982",4,0.0253704418965182,0.0872263355059975,-0.0366803311142211
"126","1 & 2","1979 - 1983",4,0.0306348319470218,0.092452333796463,-0.0314179178013496
"127","1 & 2","1980 - 1984",4,0.0236116178741588,0.0854795790273648,-0.0384377281016104
"128","1 & 2","1981 - 1985",4,0.00517907081414546,0.0671505934869918,-0.0568322586070384
"129","1 & 2","1982 - 1986",4,-0.00645720071149898,0.0555581217865201,-0.0684228933889136
"130","1 & 2","1983 - 1987",4,-0.00132925358939548,0.0606688282799064,-0.0633171184553513
"131","1 & 2","1984 - 1988",4,0.0153194034235434,0.0772391321315627,-0.0467180470506355
"132","1 & 2","1985 - 1989",4,0.0295636449546483,0.0913892345967402,-0.0324889814324507
"133","1 & 2","1986 - 1990",4,0.0305504478103466,0.0923685918996181,-0.0315022973914766
"134","1 & 2","1987 - 1991",4,0.0206109337478523,0.082498604850103,-0.0414350918154563
"135","1 & 2","1988 - 1992",4,0.00555133365012769,0.0675211791054103,-0.0564611796253361
"136","1 & 2","1989 - 1993",4,-0.00693982852597036,0.055076949237337,-0.0689032673516073
"137","1 & 2","1990 - 1994",4,-0.0080186717757838,0.0540012548489466,-0.0699769685552881
"138","1 & 2","1991 - 1995",4,0.000821552238134656,0.0628114356999915,-0.0611746459037527
"139","1 & 2","1992 - 1996",4,0.00924041659828563,0.071192716909649,-0.0527829021432857
"140","1 & 2","1993 - 1997",4,0.00916052613185541,0.0711132241793421,-0.0528625764403214
"141","1 & 2","1994 - 1998",4,0.001223528398363,0.0632118162465109,-0.0607741638231871
"142","1 & 2","1995 - 1999",4,-0.00381691577667751,0.0581899357472744,-0.0657944298256374
"143","1 & 2","1996 - 2000",4,0.00295179680183785,0.0649329971320678,-0.0590520916816232
"144","1 & 2","1997 - 2001",4,0.0170448928685715,0.0789545468100539,-0.0449957350532139
"145","1 & 2","1998 - 2002",4,0.0212314473721749,0.0831151334782806,-0.0408153564001638
"146","1 & 2","1999 - 2003",4,0.000449591270648044,0.0624409334283086,-0.0615452065727548
"147","1 & 2","2000 - 2004",4,-0.0317158568746256,0.0303368728677056,-0.093525053789081
"148","1 & 2","2001 - 2005",4,-0.0483398972287596,0.0136942232706028,-0.110003328421553
"149","1 & 2","2002 - 2006",4,-0.0366570617864184,0.0253937275427752,-0.0984264716624774
"150","1 & 2","2003 - 2007",4,-0.000718503234176201,0.0612773086769957,-0.0627087925278791
"151","1 & 2","2004 - 2008",4,0.0338541271689174,0.0956464743211036,-0.028198135352769
"152","1 & 2","2005 - 2009",4,0.0456880367536506,0.107376990851009,-0.0163513583723801
"153","1 & 2","2006 - 2010",4,0.0424760054565025,0.104194720473106,-0.0195686054407344
"154","1 & 2","2007 - 2011",4,0.0382973129510354,0.100052853103975,-0.023752161164528
"155","1 & 2","2008 - 2012",4,0.040316667461832,0.102054679124372,-0.0217307278135092
"156","1 & 2","2009 - 2013",4,0.0466056633666024,0.108285883164734,-0.0154320057108884
"157","1 & 2","2010 - 2014",4,0.0513545708468081,0.112987941738465,-0.010672488872337
"158","1 & 2","2011 - 2015",4,0.0539151968499547,0.115522161612995,-0.0081049754539163
"159","1 & 2","2012 - 2016",4,0.0493914962227,0.111044567890048,-0.0126402899574038
"160","1 & 2","2013 - 2017",4,0.0220603314025201,0.0839386204403285,-0.0399874374179929
"161","1 & 2","2014 - 2018",4,-0.0195975193500887,0.0424471326058563,-0.0814915968257403
"162","1 & 2","2015 - 2019",4,-0.0377356570468017,0.0243143050987122,-0.0994959836305374
"163","1 & 2","1977 - 1982",5,0.0249231396810665,0.0867821383579483,-0.0371273068024452
"164","1 & 2","1978 - 1983",5,0.0322044932988275,0.0940098891925867,-0.0298481797562259
"165","1 & 2","1979 - 1984",5,0.0304663066730933,0.0922850902820278,-0.0315864331146021
"166","1 & 2","1980 - 1985",5,0.0159820153814427,0.0778979186012305,-0.046056698899853
"167","1 & 2","1981 - 1986",5,0.00166556722520477,0.0636520773992931,-0.0603337449371384
"168","1 & 2","1982 - 1987",5,0.00215723431723448,0.0641417388944425,-0.0598438512999138
"169","1 & 2","1983 - 1988",5,0.0179016379612711,0.0798061533536417,-0.0441404305882693
"170","1 & 2","1984 - 1989",5,0.0368192243872735,0.0985872777401435,-0.025231449819091
"171","1 & 2","1985 - 1990",5,0.0434932840414471,0.105202710272187,-0.0185498139851038
"172","1 & 2","1986 - 1991",5,0.0368195581026959,0.0985876086606425,-0.0252311158633848
"173","1 & 2","1987 - 1992",5,0.0220615525758209,0.0839398335999209,-0.0399862176036171
"174","1 & 2","1988 - 1993",5,0.00373491452197367,0.0657127819422696,-0.0582716601151935
"175","1 & 2","1989 - 1994",5,-0.00902980152863951,0.0529929456228449,-0.070983148693532
"176","1 & 2","1990 - 1995",5,-0.0101389174396855,0.0518867781014373,-0.0720866903566205
"177","1 & 2","1991 - 1996",5,-0.00580835568789132,0.0562049649595365,-0.0677770331611144
"178","1 & 2","1992 - 1997",5,-0.00518523647042535,0.0568261126980462,-0.0671567315033741
"179","1 & 2","1993 - 1998",5,-0.011468627569667,0.0505604021244794,-0.0734095176788116
"180","1 & 2","1994 - 1999",5,-0.0173300599550306,0.0447110575772679,-0.079238013566739
"181","1 & 2","1995 - 2000",5,-0.012397883552014,0.0496333462782239,-0.0743338343125031
"182","1 & 2","1996 - 2001",5,0.00366356902766696,0.0656417432248327,-0.0583427640270263
"183","1 & 2","1997 - 2002",5,0.0181205229765074,0.0800237110578972,-0.0439218990435134
"184","1 & 2","1998 - 2003",5,0.0111311944862552,0.0730738518422209,-0.0508970098377896
"185","1 & 2","1999 - 2004",5,-0.0172300772854475,0.0448108697311723,-0.0791386281909485
"186","1 & 2","2000 - 2005",5,-0.0418141979544551,0.0202313279955324,-0.103538887862012
"187","1 & 2","2001 - 2006",5,-0.0426653387121867,0.0193790003716241,-0.104382334527772
"188","1 & 2","2002 - 2007",5,-0.0142783645076795,0.0477569905450672,-0.0762039942763424
"189","1 & 2","2003 - 2008",5,0.0252644431305565,0.0871210747824053,-0.0367862547465353
"190","1 & 2","2004 - 2009",5,0.0460761375547419,0.107761410152429,-0.0159625403573817
"191","1 & 2","2005 - 2010",5,0.0460225056592233,0.107708288104043,-0.0160162724824315
"192","1 & 2","2006 - 2011",5,0.0392606368530896,0.101007877485575,-0.0227879088456673
"193","1 & 2","2007 - 2012",5,0.0356358977368484,0.0974137757379623,-0.0264155414095896
"194","1 & 2","2008 - 2013",5,0.0370751522862548,0.0988410581873665,-0.0249753335778903
"195","1 & 2","2009 - 2014",5,0.0398896132925139,0.101631373575756,-0.0221582639202775
"196","1 & 2","2010 - 2015",5,0.0422109583563136,0.1039320726988,-0.019834025555488
"197","1 & 2","2011 - 2016",5,0.0402989180767407,0.102037085986165,-0.0217484976810767
"198","1 & 2","2012 - 2017",5,0.0195949901349355,0.0814890834411114,-0.0424496582335764
"199","1 & 2","2013 - 2018",5,-0.0191426076459846,0.042901386309369,-0.0810395197810397
"200","1 & 2","2014 - 2019",5,-0.0413783794302365,0.0206677193345248,-0.103106974656114
"201","1 & 2","1977 - 1983",6,0.0322615104588332,0.0940664609157962,-0.029791154048799
"202","1 & 2","1978 - 1984",6,0.0333312810218594,0.0951278000894845,-0.0287211482241824
"203","1 & 2","1979 - 1985",6,0.02283846630317,0.0847116118054674,-0.0392101309391381
"204","1 & 2","1980 - 1986",6,0.00847431688584406,0.0704303988276198,-0.0535468964071913
"205","1 & 2","1981 - 1987",6,0.00473468160358404,0.0667081840668671,-0.0572752121570907
"206","1 & 2","1982 - 1988",6,0.0174076463435279,0.07931513560817,-0.0446336026551195
"207","1 & 2","1983 - 1989",6,0.0387239066700976,0.100475785541655,-0.0233251705519978
"208","1 & 2","1984 - 1990",6,0.0522456449081985,0.113869917693416,-0.00977911082973033
"209","1 & 2","1985 - 1991",6,0.05154423863527,0.113175681104656,-0.0104823389695866
"210","1 & 2","1986 - 1992",6,0.0400999760719477,0.101839892614789,-0.0219476665792076
"211","1 & 2","1987 - 1993",6,0.0212177676891865,0.0831015421581336,-0.0408290194416115
"212","1 & 2","1988 - 1994",6,0.000838808416134395,0.0628286237908133,-0.0611574542741962
"213","1 & 2","1989 - 1995",6,-0.0115050862652538,0.0505240317642107,-0.0734457845883097
"214","1 & 2","1990 - 1996",6,-0.015020742485458,0.0470161205689161,-0.0769421777878024
"215","1 & 2","1991 - 1997",6,-0.0172795748398531,0.0447614567473027,-0.0791878302021122
"216","1 & 2","1992 - 1998",6,-0.0238436215860121,0.038205934602045,-0.0857100127053223
"217","1 & 2","1993 - 1999",6,-0.0310750745342651,0.0309776845890432,-0.0928892115564296
"218","1 & 2","1994 - 2000",6,-0.0289307598578325,0.0331217266733967,-0.0907610617430664
"219","1 & 2","1995 - 2001",6,-0.0131667812228959,0.0488661882548976,-0.0750985645512444
"220","1 & 2","1996 - 2002",6,0.00826996085055322,0.0702270393095762,-0.0537506785501314
"221","1 & 2","1997 - 2003",6,0.0156318158895904,0.0775497476690568,-0.0464062372284288
"222","1 & 2","1998 - 2004",6,-0.00287193437242868,0.059131675918141,-0.0648534703395695
"223","1 & 2","1999 - 2005",6,-0.0309125859670595,0.0311401724992404,-0.0927279676801399
"224","1 & 2","2000 - 2006",6,-0.0437140525230646,0.0183287001668795,-0.105421446169554
"225","1 & 2","2001 - 2007",6,-0.0267196527996304,0.0353319547219144,-0.08856603152883
"226","1 & 2","2002 - 2008",6,0.0120868794146051,0.0740244951279873,-0.049943625972977
"227","1 & 2","2003 - 2009",6,0.0423063497622877,0.104026601570342,-0.0197385009075597
"228","1 & 2","2004 - 2010",6,0.0494994596661294,0.111151460101651,-0.0125320790566901
"229","1 & 2","2005 - 2011",6,0.0426077142514233,0.104325233778874,-0.0194367080325025
"230","1 & 2","2006 - 2012",6,0.0333775842496357,0.095173735206835,-0.0286748316024861
"231","1 & 2","2007 - 2013",6,0.0283954862471501,0.0902297351871334,-0.0336568431754469
"232","1 & 2","2008 - 2014",6,0.0284344293233293,0.0902683922882275,-0.03361791272949
"233","1 & 2","2009 - 2015",6,0.0302079673704621,0.0920287090694153,-0.0318447502993403
"234","1 & 2","2010 - 2016",6,0.029137107223649,0.0909658781238212,-0.0329154303715043
"235","1 & 2","2011 - 2017",6,0.0138933588009745,0.0758211371348362,-0.0481411873083528
"236","1 & 2","2012 - 2018",6,-0.0182259757189127,0.043816614474126,-0.0801285222335366
"237","1 & 2","2013 - 2019",6,-0.0412860363336649,0.0207601807662713,-0.103015456046336
"238","1 & 2","1977 - 1984",7,0.0341589632693385,0.0959488625770782,-0.0278931863671864
"239","1 & 2","1978 - 1985",7,0.0260659448034589,0.0879169615417432,-0.0359852866018016
"240","1 & 2","1979 - 1986",7,0.0126693130010586,0.0746038009304151,-0.0493625393025573
"241","1 & 2","1980 - 1987",7,0.00580943109054711,0.0677781036597089,-0.0562038929178367
"242","1 & 2","1981 - 1988",7,0.0137962457240959,0.0757245631239334,-0.0482380934400463
"243","1 & 2","1982 - 1989",7,0.0342827785330351,0.0960716803430652,-0.027769321954506
"244","1 & 2","1983 - 1990",7,0.0528934465620363,0.114511044148556,-0.00912957204162858
"245","1 & 2","1984 - 1991",7,0.0601413012082923,0.121680716045228,-0.00185871119080421
"246","1 & 2","1985 - 1992",7,0.0551316503683253,0.116725789671342,-0.00688496341163461
"247","1 & 2","1986 - 1993",7,0.039443050809338,0.101188707040237,-0.0226053060846897
"248","1 & 2","1987 - 1994",7,0.0172237204291564,0.0791323092687351,-0.0448172157042682
"249","1 & 2","1988 - 1995",7,-0.00289396346794584,0.0591097236375233,-0.0648754069322952
"250","1 & 2","1989 - 1996",7,-0.0156187919536648,0.0464192362826659,-0.0775367988840796
"251","1 & 2","1990 - 1997",7,-0.0237316986614253,0.0383177569499428,-0.0855988480207364
"252","1 & 2","1991 - 1998",7,-0.0326757930773623,0.0293767971946996,-0.0944774950369405
"253","1 & 2","1992 - 1999",7,-0.0421414315915506,0.0199036487209969,-0.103863173896372
"254","1 & 2","1993 - 2000",7,-0.0442732259083835,0.0177686249424243,-0.105975444610088
"255","1 & 2","1994 - 2001",7,-0.0316780231334565,0.0303747097606385,-0.0934875131274394
"256","1 & 2","1995 - 2002",7,-0.00683958816510548,0.0551768897140075,-0.0688034974731858
"257","1 & 2","1996 - 2003",7,0.0127018268673395,0.0746361389588941,-0.0493300993891162
"258","1 & 2","1997 - 2004",7,0.00766868143759211,0.0696286620926807,-0.054350239432083
"259","1 & 2","1998 - 2005",7,-0.0175757707775894,0.0444657605403236,-0.0794822512908418
"260","1 & 2","1999 - 2006",7,-0.0401573990990843,0.0218901785667307,-0.101896811410915
"261","1 & 2","2000 - 2007",7,-0.0369008168679698,0.0251497981774232,-0.0986681864632682
"262","1 & 2","2001 - 2008",7,-0.0044422110063719,0.0575667245671586,-0.0664170031532537
"263","1 & 2","2002 - 2009",7,0.0317147670610909,0.0935239724202582,-0.0303379627745154
"264","1 & 2","2003 - 2010",7,0.0493062992647552,0.110960215263951,-0.0127256811651049
"265","1 & 2","2004 - 2011",7,0.0471348492854112,0.108809985226977,-0.0149017767048947
"266","1 & 2","2005 - 2012",7,0.0347051077847897,0.0964905930140631,-0.0273468107220019
"267","1 & 2","2006 - 2013",7,0.0228793391399919,0.0847522124108941,-0.0391692995405921
"268","1 & 2","2007 - 2014",7,0.0185637365590103,0.0804642189480941,-0.0434793830091051
"269","1 & 2","2008 - 2015",7,0.0191113418615484,0.0810084478855343,-0.0429326059277614
"270","1 & 2","2009 - 2016",7,0.0181902992420942,0.0800930629630037,-0.0438522342093712
"271","1 & 2","2010 - 2017",7,0.0066715604811781,0.0686362556542541,-0.0553444119304937
"272","1 & 2","2011 - 2018",7,-0.0176711001089165,0.0443705897326453,-0.0795770070975544
"273","1 & 2","2012 - 2019",7,-0.0381587273957696,0.0238908707850714,-0.0999154521698725
"274","1 & 2","1977 - 1985",8,0.0273167067591859,0.0891588035468769,-0.0347351979357052
"275","1 & 2","1978 - 1986",8,0.0145878448418654,0.0765117342848543,-0.0474481471581864
"276","1 & 2","1979 - 1987",8,0.00557530910618115,0.0675450459547829,-0.0564372798277341
"277","1 & 2","1980 - 1988",8,0.0080565183944933,0.0700146321809978,-0.0539635160809557
"278","1 & 2","1981 - 1989",8,0.0246525515718765,0.0865134166676769,-0.0373976853324214
"279","1 & 2","1982 - 1990",8,0.0450250970341905,0.106720297069346,-0.0170154798143583
"280","1 & 2","1983 - 1991",8,0.0586916479206847,0.120247213781935,-0.00331349061915364
"281","1 & 2","1984 - 1992",8,0.0620889388808101,0.12360625043546,9.62267826688913e-05
"282","1 & 2","1985 - 1993",8,0.0530206089560063,0.114636890185626,-0.00900206250530287
"283","1 & 2","1986 - 1994",8,0.0333936941306729,0.0951897169526909,-0.0286587169989389
"284","1 & 2","1987 - 1995",8,0.0112314604849082,0.0731735941806652,-0.0507969905639795
"285","1 & 2","1988 - 1996",8,-0.00753181405721574,0.0544867093804726,-0.0694924491003419
"286","1 & 2","1989 - 1997",8,-0.0224429898231801,0.0396051957696492,-0.0843187587640458
"287","1 & 2","1990 - 1998",8,-0.0358079650964842,0.0262433736382029,-0.0975844251707307
"288","1 & 2","1991 - 1999",8,-0.0483184910800493,0.0137156755049094,-0.109982131743693
"289","1 & 2","1992 - 2000",8,-0.0554137063498977,0.00660205595472539,-0.117004846008936
"290","1 & 2","1993 - 2001",8,-0.0490509447751232,0.0129816124452743,-0.110707386105818
"291","1 & 2","1994 - 2002",8,-0.0253316216455182,0.036719124010607,-0.0871877857107965
"292","1 & 2","1995 - 2003",8,0.00295333376336216,0.0649345276264999,-0.0590505600662224
"293","1 & 2","1996 - 2004",8,0.0117916799024356,0.0737308649327687,-0.0502381267812764
"294","1 & 2","1997 - 2005",8,-0.00511944120530848,0.0568916969923832,-0.0670912309484859
"295","1 & 2","1998 - 2006",8,-0.0325687604279146,0.0294838510665782,-0.0943713036768668
"296","1 & 2","1999 - 2007",8,-0.0440575904077498,0.0179846128340393,-0.105761809274487
"297","1 & 2","2000 - 2008",8,-0.0227490554679076,0.0392994504042163,-0.0846227957700808
