"","Seascapes","lag-year","lag","cor","lwr_conf","upr_conf"
"32","1 & 2","2008 - 2009",1,0.020299137635824,0.0821887932391055,-0.0417464788715964
"33","1 & 2","2009 - 2010",1,0.0134768326527688,0.0754069148907329,-0.0485568176141603
"34","1 & 2","2010 - 2011",1,0.0067829709934666,0.0687471454889406,-0.0552333369576838
"35","1 & 2","2011 - 2012",1,0.00470118898272122,0.0666748396708585,-0.057308595586118
"36","1 & 2","2012 - 2013",1,0.00917947722377791,0.0711320809941097,-0.0528436766981241
"37","1 & 2","2013 - 2014",1,0.0185981677509674,0.0804984389353205,-0.0434450049872985
"38","1 & 2","2014 - 2015",1,0.0301069944689749,0.0919284992669255,-0.0319457123027936
"39","1 & 2","2015 - 2016",1,0.0413044358753674,0.103033691390817,-0.0207417577307231
"40","1 & 2","2016 - 2017",1,0.0470666931909678,0.108742485827559,-0.0149700691004493
"41","1 & 2","2017 - 2018",1,0.039258607648361,0.101005865883062,-0.0227899401274097
"42","1 & 2","2018 - 2019",1,0.0208176200800106,0.0827039690850107,-0.0412286699988661
"43","1 & 2","1977 - 1979",2,-0.060541379444575,0.00145717201900153,-0.122076291692831
"44","1 & 2","1978 - 1980",2,-0.0626983128842033,-0.000707982230025885,-0.124208613666325
"45","1 & 2","1979 - 1981",2,-0.0618452935382429,0.00014835774562261,-0.123365395515013
"46","1 & 2","1980 - 1982",2,-0.0560130997721645,0.00600082010706044,-0.117597832634952
"47","1 & 2","1981 - 1983",2,-0.0458629657939544,0.0161761083841686,-0.107550262808789
"48","1 & 2","1982 - 1984",2,-0.0345280344156514,0.0275239630908581,-0.0963149548068822
"49","1 & 2","1983 - 1985",2,-0.0208717420092481,0.0411746164593823,-0.0827577439476236
"50","1 & 2","1984 - 1986",2,-0.0020402253020824,0.0599604409690023,-0.0640252098859708
"51","1 & 2","1985 - 1987",2,0.0199551194325633,0.0818469507418959,-0.0420900317603764
"52","1 & 2","1986 - 1988",2,0.0379449146402962,0.0997034624530256,-0.0241048702648922
"53","1 & 2","1987 - 1989",2,0.0450287112167453,0.106723877346527,-0.0170118593377484
"54","1 & 2","1988 - 1990",2,0.0398078463006176,0.1015503217726,-0.022240120599023
"55","1 & 2","1989 - 1991",2,0.0282129655270781,0.0900485523089351,-0.0338393021899998
"56","1 & 2","1990 - 1992",2,0.0182350332283819,0.0801375245739467,-0.0438075713450459
"57","1 & 2","1991 - 1993",2,0.013246039112581,0.0751773887210959,-0.0487871055265458
"58","1 & 2","1992 - 1994",2,0.0124048431213937,0.0743407564876571,-0.0496264027832631
"59","1 & 2","1993 - 1995",2,0.0135910804707122,0.075520532904396,-0.0484428176524838
"60","1 & 2","1994 - 1996",2,0.0148306033785775,0.0767531194414366,-0.0472058799460277
"61","1 & 2","1995 - 1997",2,0.0146864561347975,0.0766097885704977,-0.0473497363271264
"62","1 & 2","1996 - 1998",2,0.0125953659041085,0.0745302532607421,-0.0494363177194095
"63","1 & 2","1997 - 1999",2,0.00995340096367335,0.0719021168203871,-0.0520718120148958
"64","1 & 2","1998 - 2000",2,0.0107203050375625,0.0726650954061547,-0.0513068752126808
"65","1 & 2","1999 - 2001",2,0.0184749209568751,0.0803759474770052,-0.0435680607799883
"66","1 & 2","2000 - 2002",2,0.031779968924932,0.0935886687933701,-0.0302727550704864
"67","1 & 2","2001 - 2003",2,0.0439665650927945,0.105671626571102,-0.0180757851642969
"68","1 & 2","2002 - 2004",2,0.047834622126948,0.109502982748618,-0.0142005709519268
"69","1 & 2","2003 - 2005",2,0.0418295422354045,0.103554094220454,-0.0202159631160985
"70","1 & 2","2004 - 2006",2,0.0322650554914179,0.0940699782402418,-0.0297876084714415
"71","1 & 2","2005 - 2007",2,0.026850568626528,0.0886960122055559,-0.0352011078436603
"72","1 & 2","2006 - 2008",2,0.0269302822187721,0.0887751553606868,-0.0351214351916324
"73","1 & 2","2007 - 2009",2,0.028085035589952,0.0899215576338948,-0.0339671864117604
"74","1 & 2","2008 - 2010",2,0.0258514468018344,0.087703973942689,-0.0361996496334784
"75","1 & 2","2009 - 2011",2,0.0205319587015659,0.0824201335905887,-0.0415139643915281
"76","1 & 2","2010 - 2012",2,0.0163106081012796,0.0782245941870747,-0.0457287127353477
"77","1 & 2","2011 - 2013",2,0.016593373142245,0.0785056988267214,-0.0454464589475463
"78","1 & 2","2012 - 2014",2,0.0216778916981308,0.0835586813966972,-0.0403694424442361
"79","1 & 2","2013 - 2015",2,0.0296669441292361,0.0914917599707561,-0.03238570036302
"80","1 & 2","2014 - 2016",2,0.0383089128148164,0.100064353705981,-0.0237405508079028
"81","1 & 2","2015 - 2017",2,0.0448937897331931,0.106590220503635,-0.0171470146821646
"82","1 & 2","2016 - 2018",2,0.0451679421579545,0.106861800916257,-0.0168723846889813
"83","1 & 2","2017 - 2019",2,0.0342782356408614,0.0960671740832191,-0.027773866683675
"84","1 & 2","1977 - 1980",3,-0.0563576764732209,0.00565516394305733,-0.117938706345151
"85","1 & 2","1978 - 1981",3,-0.0542801512969938,0.00773897278236342,-0.115883287225945
"86","1 & 2","1979 - 1982",3,-0.049887892360638,0.0121427440383439,-0.111536026902063
"87","1 & 2","1980 - 1983",3,-0.0427063144901323,0.0193379651799929,-0.104422937655547
"88","1 & 2","1981 - 1984",3,-0.032128998081189,0.0299236856698115,-0.0939349831542907
"89","1 & 2","1982 - 1985",3,-0.0188568248041341,0.0431867426657617,-0.0807555046922102
"90","1 & 2","1983 - 1986",3,-0.00189385688632317,0.0601062824366243,-0.0638794395383523
"91","1 & 2","1984 - 1987",3,0.0191001390451388,0.0809973145120245,-0.0429437921729698
"92","1 & 2","1985 - 1988",3,0.0390506990353865,0.100799758085013,-0.0229980588322169
"93","1 & 2","1986 - 1989",3,0.0502650112142815,0.111909374798651,-0.0117647311474636
"94","1 & 2","1987 - 1990",3,0.0492309379342206,0.110885600050318,-0.0128012135659643
"95","1 & 2","1988 - 1991",3,0.0384317861419899,0.100186174574507,-0.0236175653059798
"96","1 & 2","1989 - 1992",3,0.0248587320823003,0.0867181758358117,-0.0371916653393246
"97","1 & 2","1990 - 1993",3,0.0152242232300958,0.0771444970049672,-0.0468130412387967
"98","1 & 2","1991 - 1994",3,0.0114641269957135,0.0734050407681654,-0.0505648917826402
"99","1 & 2","1992 - 1995",3,0.0121360678505162,0.0740734210283283,-0.0498945529120723
"100","1 & 2","1993 - 1996",3,0.0147922271490165,0.0767149608042822,-0.0472441789907594
"101","1 & 2","1994 - 1997",3,0.0165792723565513,0.0784916810743249,-0.0454605344729926
"102","1 & 2","1995 - 1998",3,0.0152769841182262,0.0771969558860056,-0.0467603835969013
"103","1 & 2","1996 - 1999",3,0.0110904285507028,0.0730332984610058,-0.050937675104698
"104","1 & 2","1997 - 2000",3,0.00747137246381831,0.0694322957538497,-0.0545469747276184
"105","1 & 2","1998 - 2001",3,0.00956493833624217,0.0715156149195957,-0.0524592503846338
"106","1 & 2","1999 - 2002",3,0.0194233288003614,0.0813184947062569,-0.0426210742307926
"107","1 & 2","2000 - 2003",3,0.0321994674027364,0.0940049025413063,-0.0298532063863749
"108","1 & 2","2001 - 2004",3,0.0399633904426697,0.101704504718224,-0.0220844051330439
"109","1 & 2","2002 - 2005",3,0.0387078875159423,0.100459904276687,-0.0233412050191168
"110","1 & 2","2003 - 2006",3,0.0312176654290189,0.093030707508959,-0.0308350915688297
"111","1 & 2","2004 - 2007",3,0.0248821763744806,0.0867414581796415,-0.0371682389651969
"112","1 & 2","2005 - 2008",3,0.0246327396006949,0.0864937409986369,-0.0374174816016529
"113","1 & 2","2006 - 2009",3,0.0285506071079485,0.0903837158243621,-0.0335017715054256
"114","1 & 2","2007 - 2010",3,0.0314409821363709,0.0932523043710958,-0.0306117664570923
"115","1 & 2","2008 - 2011",3,0.0302483914000956,0.0920688272449223,-0.0318043302777142
"116","1 & 2","2009 - 2012",3,0.0266213829656357,0.0884684622661331,-0.0354301714029506
"117","1 & 2","2010 - 2013",3,0.0245286916404771,0.0863904080739952,-0.0375214462992948
"118","1 & 2","2011 - 2014",3,0.0260664259140811,0.0879174392582351,-0.0359848057874935
"119","1 & 2","2012 - 2015",3,0.0307059131009141,0.0925228732797336,-0.0313468397909181
"120","1 & 2","2013 - 2016",3,0.0366426933441095,0.0984122232595401,-0.0254081060278463
"121","1 & 2","2014 - 2017",3,0.0418041809010834,0.103528960831643,-0.0202413584801954
"122","1 & 2","2015 - 2018",3,0.0443213858535525,0.10602315706107,-0.0177203855033526
"123","1 & 2","2016 - 2019",3,0.0417039507586551,0.103429630777824,-0.0203417223277363
"124","1 & 2","1977 - 1981",4,-0.0478651187600507,0.0141700104838756,-0.109533182744901
"125","1 & 2","1978 - 1982",4,-0.0421308771907488,0.0199142177031546,-0.103852714770613
"126","1 & 2","1979 - 1983",4,-0.035609549079868,0.0264419051176048,-0.0973876438872556
"127","1 & 2","1980 - 1984",4,-0.027369799751502,0.0346821292270509,-0.08921151364682
"128","1 & 2","1981 - 1985",4,-0.0156103901785663,0.0464276219953731,-0.0775284455779697
"129","1 & 2","1982 - 1986",4,-0.000150553383035851,0.0618431062984463,-0.0621430558684019
"130","1 & 2","1983 - 1987",4,0.0190740349209534,0.0809713721395498,-0.042969857623591
"131","1 & 2","1984 - 1988",4,0.0394899666912969,0.101235214763097,-0.0225583409738509
"132","1 & 2","1985 - 1989",4,0.0539086425072192,0.115515675884739,-0.00811154847018312
"133","1 & 2","1986 - 1990",4,0.056800008659705,0.11837626374075,-0.00521142433054766
"134","1 & 2","1987 - 1991",4,0.0485481861958665,0.110209576239321,-0.0134854828939814
"135","1 & 2","1988 - 1992",4,0.0335422853820034,0.0953371248331744,-0.0285100806682473
"136","1 & 2","1989 - 1993",4,0.0187837011619093,0.0806828317523057,-0.0432597555561291
"137","1 & 2","1990 - 1994",4,0.00986588740366818,0.0718150465998945,-0.0521590964576951
"138","1 & 2","1991 - 1995",4,0.00754950759832224,0.0695100581754178,-0.0544690673478172
"139","1 & 2","1992 - 1996",4,0.00984923772409043,0.0717984811598941,-0.0521757024398382
"140","1 & 2","1993 - 1997",4,0.0136595224574577,0.0755885968265769,-0.0483745233738942
"141","1 & 2","1994 - 1998",4,0.01501326393543,0.0769347418303646,-0.0470235842680099
"142","1 & 2","1995 - 1999",4,0.0116805576869388,0.0736203306744727,-0.0503489831885815
"143","1 & 2","1996 - 2000",4,0.00566938076982948,0.0676386907971053,-0.0563435043360271
"144","1 & 2","1997 - 2001",4,0.00222885846607194,0.0642130683851503,-0.0597724830086221
"145","1 & 2","1998 - 2002",4,0.00637114100603889,0.0683372325600435,-0.0556439189705161
"146","1 & 2","1999 - 2003",4,0.0173060049570639,0.0792141023851161,-0.0447350716637368
"147","1 & 2","2000 - 2004",4,0.0274237927598367,0.0892651169168597,-0.0346281605551433
"148","1 & 2","2001 - 2005",4,0.0301792139930067,0.0920001731220753,-0.031873500702395
"149","1 & 2","2002 - 2006",4,0.025530848578955,0.0873856226910593,-0.0365200354791647
"150","1 & 2","2003 - 2007",4,0.0190958753676758,0.0809930772597617,-0.042948049539516
"151","1 & 2","2004 - 2008",4,0.0176726878324284,0.0795785852594612,-0.0443690046398333
"152","1 & 2","2005 - 2009",4,0.0225618576656373,0.0844368401050179,-0.0394864536951862
"153","1 & 2","2006 - 2010",4,0.0293298803113253,0.0911572162144393,-0.0327227002113481
"154","1 & 2","2007 - 2011",4,0.033296679037791,0.0950934730191998,-0.0287557600434486
"155","1 & 2","2008 - 2012",4,0.0331008337502993,0.0948991809583324,-0.0289516581931854
"156","1 & 2","2009 - 2013",4,0.0311261015128798,0.0929398469904876,-0.0309266571400307
"157","1 & 2","2010 - 2014",4,0.0304918666616141,0.0923104560922975,-0.0315608748637529
"158","1 & 2","2011 - 2015",4,0.0321805074808752,0.0939860906404597,-0.0298721690491767
"159","1 & 2","2012 - 2016",4,0.0354044516802209,0.0971842311910051,-0.0266471167232887
"160","1 & 2","2013 - 2017",4,0.0387689567858467,0.10052044770771,-0.0232800772009995
"161","1 & 2","2014 - 2018",4,0.0411772082553864,0.102907598299593,-0.0208691469423456
"162","1 & 2","2015 - 2019",4,0.0418217348011094,0.103546356967111,-0.0202237810349194
"163","1 & 2","1977 - 1982",5,-0.036091743167382,0.0259594219235397,-0.0978658568233655
"164","1 & 2","1978 - 1983",5,-0.0285013004433129,0.0335510628582064,-0.0903347719113024
"165","1 & 2","1979 - 1984",5,-0.0209375257108739,0.0411089153945944,-0.0828231053141821
"166","1 & 2","1980 - 1985",5,-0.0114288753921188,0.0506000577994844,-0.0733699744255823
"167","1 & 2","1981 - 1986",5,0.00219057056807048,0.064174938080417,-0.0598106342125073
"168","1 & 2","1982 - 1987",5,0.0195804518340294,0.0814746361211211,-0.0424641758980097
"169","1 & 2","1983 - 1988",5,0.0389595647711434,0.100709411515713,-0.0230892834924102
"170","1 & 2","1984 - 1989",5,0.0553698739222717,0.116961480374106,-0.00664602135593758
"171","1 & 2","1985 - 1990",5,0.0621665470092947,0.123682968211298,0.000174135626689341
"172","1 & 2","1986 - 1991",5,0.0571461937156757,0.118718695193216,-0.00486412073579005
"173","1 & 2","1987 - 1992",5,0.0429324338261531,0.104646996871374,-0.0191115142179848
"174","1 & 2","1988 - 1993",5,0.0247590690311638,0.0866192004823455,-0.0372912514585805
"175","1 & 2","1989 - 1994",5,0.00965511743982812,0.0716053405112263,-0.0523693107200393
"176","1 & 2","1990 - 1995",5,0.00204608474060673,0.0640310453274943,-0.0599546025702271
"177","1 & 2","1991 - 1996",5,0.0015643233938024,0.0635512428535384,-0.0604346198713584
"178","1 & 2","1992 - 1997",5,0.00559318806664796,0.0675628438789869,-0.0564194572409753
"179","1 & 2","1993 - 1998",5,0.00998357148323801,0.07193213427868,-0.0520417202643915
"180","1 & 2","1994 - 1999",5,0.00997874372419737,0.0719273310193989,-0.0520465354267096
"181","1 & 2","1995 - 2000",5,0.0044782720469539,0.06645290574895,-0.0575307822406312
"182","1 & 2","1996 - 2001",5,-0.00246714668742987,0.0595350414438703,-0.0644503717422418
"183","1 & 2","1997 - 2002",5,-0.00465878196367906,0.0573508641518758,-0.0666326201296122
"184","1 & 2","1998 - 2003",5,0.00144694259957952,0.0634343349955106,-0.0605515713857065
"185","1 & 2","1999 - 2004",5,0.0117303482010322,0.0736698579308452,-0.050299311964119
"186","1 & 2","2000 - 2005",5,0.0178457451117073,0.0797505984910605,-0.0441962322266278
"187","1 & 2","2001 - 2006",5,0.0162269603024509,0.0781414356825898,-0.0458122073962842
"188","1 & 2","2002 - 2007",5,0.010232529307501,0.0721798248051254,-0.0517934081186729
"189","1 & 2","2003 - 2008",5,0.00703918468590583,0.0690021559560446,-0.0549778890901242
"190","1 & 2","2004 - 2009",5,0.0113158350771951,0.0732575271488752,-0.050712822628416
"191","1 & 2","2005 - 2010",5,0.0205022702904977,0.0823906343652918,-0.0415436140818611
"192","1 & 2","2006 - 2011",5,0.0290037752552352,0.0908335360039576,-0.0330487299492686
"193","1 & 2","2007 - 2012",5,0.0335620912643207,0.0953567727780715,-0.0284902685699985
"194","1 & 2","2008 - 2013",5,0.0344068601816531,0.0961947604604014,-0.0276451891394534
"195","1 & 2","2009 - 2014",5,0.0338932895914587,0.0956853229065166,-0.0281589590744232
"196","1 & 2","2010 - 2015",5,0.0337862331406649,0.0955791239312939,-0.0282660529504686
"197","1 & 2","2011 - 2016",5,0.0343322395591777,0.096120742368518,-0.0277198407619519
"198","1 & 2","2012 - 2017",5,0.0354281622569451,0.0972077472690453,-0.0266233932109678
"199","1 & 2","2013 - 2018",5,0.0370570603971884,0.0988231183684729,-0.0249934390486838
"200","1 & 2","2014 - 2019",5,0.0387132191900673,0.100465190060484,-0.0233358682519043
"201","1 & 2","1977 - 1983",6,-0.0233868436173054,0.0386622923281742,-0.0852563195679431
"202","1 & 2","1978 - 1984",6,-0.0155144749755977,0.0465233532093658,-0.0774330830839754
"203","1 & 2","1979 - 1985",6,-0.00736488888875198,0.0546531466999049,-0.0693263189044617
"204","1 & 2","1980 - 1986",6,0.00395050518137506,0.0659274417707793,-0.0580567956429102
"205","1 & 2","1981 - 1987",6,0.0197315015754946,0.0816247393221815,-0.0423133392868999
"206","1 & 2","1982 - 1988",6,0.0376046595588532,0.099366096938902,-0.0244454107690042
"207","1 & 2","1983 - 1989",6,0.0541028400215375,0.115707838204325,-0.00791679540788
"208","1 & 2","1984 - 1990",6,0.0642010071370141,0.125693825889068,0.00221674734891885
"209","1 & 2","1985 - 1991",6,0.063361414838347,0.124864035210022,0.00137372831798735
"210","1 & 2","1986 - 1992",6,0.0515161439590037,0.113147872354972,-0.0105105053424025
"211","1 & 2","1987 - 1993",6,0.032473032341072,0.0942763268327666,-0.0295795969284378
"212","1 & 2","1988 - 1994",6,0.0123222021696371,0.0742585591858394,-0.0497088524732544
"213","1 & 2","1989 - 1995",6,-0.00214909774969307,0.0598519587617147,-0.0641336357602675
"214","1 & 2","1990 - 1996",6,-0.00778595001368605,0.0542333095344182,-0.069745368148406
"215","1 & 2","1991 - 1997",6,-0.00589447881353882,0.0561191105416783,-0.0678627630954364
"216","1 & 2","1992 - 1998",6,-5.88656631673035e-05,0.0619344428351389,-0.0620517217032376
"217","1 & 2","1993 - 1999",6,0.00425981719491202,0.0662354082845439,-0.05774851546996
"218","1 & 2","1994 - 2000",6,0.00237333804836261,0.0643569516584017,-0.0596285176108949
"219","1 & 2","1995 - 2001",6,-0.00488035455305841,0.0571300125138498,-0.0668532107161765
"220","1 & 2","1996 - 2002",6,-0.011654208113912,0.0503752695083324,-0.0735941202960939
"221","1 & 2","1997 - 2003",6,-0.0118463900037239,0.0501835469869352,-0.0737852849991467
"222","1 & 2","1998 - 2004",6,-0.00471444445435865,0.0572953833462302,-0.0666880364956671
"223","1 & 2","1999 - 2005",6,0.00312429142130533,0.0651047641236762,-0.0588801952404452
"224","1 & 2","2000 - 2006",6,0.00474789989023742,0.0667213438166097,-0.0572620369262136
"225","1 & 2","2001 - 2007",6,2.26609781409228e-05,0.0620156563402445,-0.0619705085626888
"226","1 & 2","2002 - 2008",6,-0.00502641751635754,0.0569844214901034,-0.0669986230198569
"227","1 & 2","2003 - 2009",6,-0.00331819564797608,0.0586869590464719,-0.0652978460262132
"228","1 & 2","2004 - 2010",6,0.00635422635437287,0.0683203961983588,-0.0556607819170669
"229","1 & 2","2005 - 2011",6,0.0184653182268276,0.0803664035201646,-0.0435776485491759
"230","1 & 2","2006 - 2012",6,0.0277050011912061,0.0895442897070454,-0.0343470730227013
"231","1 & 2","2007 - 2013",6,0.0327302418150334,0.0945315152613556,-0.029322337114646
"232","1 & 2","2008 - 2014",6,0.0347893578141937,0.0965741588545047,-0.0272625217367611
"233","1 & 2","2009 - 2015",6,0.0351205302523528,0.0969026334218675,-0.026931187618527
"234","1 & 2","2010 - 2016",6,0.034061661926167,0.0958523438062457,-0.0279905249974002
"235","1 & 2","2011 - 2017",6,0.0324485916216741,0.0942520777358646,-0.0296040420035709
"236","1 & 2","2012 - 2018",6,0.0321953391917689,0.0940008065632374,-0.029857335197941
"237","1 & 2","2013 - 2019",6,0.0339239809689518,0.0957157681999939,-0.0281282567049767
"238","1 & 2","1977 - 1984",7,-0.0118958067148067,0.0501342476566878,-0.0738344394201258
"239","1 & 2","1978 - 1985",7,-0.00455732111899815,0.0574519928381649,-0.0665316069339727
"240","1 & 2","1979 - 1986",7,0.00436024822899966,0.0663353999067753,-0.0576484169226657
"241","1 & 2","1980 - 1987",7,0.0178488256576352,0.0797536604187798,-0.0441931567179047
"242","1 & 2","1981 - 1988",7,0.0348340910124868,0.0966185284234084,-0.0272177674959385
"243","1 & 2","1982 - 1989",7,0.050677348808645,0.11231756935438,-0.0113513957309097
"244","1 & 2","1983 - 1990",7,0.0621490629117681,0.123665684762765,0.000156583716207237
"245","1 & 2","1984 - 1991",7,0.0656444335260253,0.127120200254841,0.00366627093528498
"246","1 & 2","1985 - 1992",7,0.0580441644556375,0.119606861183666,-0.00396317887945209
"247","1 & 2","1986 - 1993",7,0.0405445551051085,0.102280557253909,-0.0215025737089422
"248","1 & 2","1987 - 1994",7,0.0181047618117077,0.0800080456652869,-0.0439376349544783
"249","1 & 2","1988 - 1995",7,-0.00275069613341844,0.0592524903292597,-0.0647327401222577
"250","1 & 2","1989 - 1996",7,-0.0157453087839124,0.0462929602682543,-0.0776625848005031
"251","1 & 2","1990 - 1997",7,-0.0185245551902125,0.0435185036935898,-0.0804252777446333
"252","1 & 2","1991 - 1998",7,-0.0134533789312481,0.048580220253784,-0.0753835902616145
"253","1 & 2","1992 - 1999",7,-0.00584317531568837,0.0561702540808857,-0.0678116939316359
"254","1 & 2","1993 - 2000",7,-0.00227432333412974,0.0597271802224003,-0.0642583458844257
"255","1 & 2","1994 - 2001",7,-0.0062564024879144,0.0557583060592083,-0.0682230244203196
"256","1 & 2","1995 - 2002",7,-0.0144896581101399,0.0475461330945795,-0.0764141009722231
"257","1 & 2","1996 - 2003",7,-0.0198689396269053,0.0421760927022897,-0.0817613136901211
"258","1 & 2","1997 - 2004",7,-0.0180439406333042,0.0439983583915725,-0.0799475937780567
"259","1 & 2","1998 - 2005",7,-0.0115974198520562,0.0504319211553467,-0.0735376317338284
"260","1 & 2","1999 - 2006",7,-0.00767310727170507,0.0543458264109209,-0.0696330667275063
"261","1 & 2","2000 - 2007",7,-0.0102475081456165,0.0517784678839536,-0.0721947271511033
"262","1 & 2","2001 - 2008",7,-0.016079442017376,0.0459594535005399,-0.0779947782000484
"263","1 & 2","2002 - 2009",7,-0.0179005625877718,0.0441415042105257,-0.0798050844866105
"264","1 & 2","2003 - 2010",7,-0.0107187816707367,0.0513083947438911,-0.0726635799087235
"265","1 & 2","2004 - 2011",7,0.0031181815769779,0.065098680115029,-0.058886283959818
"266","1 & 2","2005 - 2012",7,0.0166994991518327,0.0786111991216145,-0.0453405222624616
"267","1 & 2","2006 - 2013",7,0.0261518027467959,0.0880022133255638,-0.0358994810831442
"268","1 & 2","2007 - 2014",7,0.0319454731696346,0.0937528875886283,-0.0301072336294426
"269","1 & 2","2008 - 2015",7,0.0349941166344764,0.0967772512109367,-0.0270576645610985
"270","1 & 2","2009 - 2016",7,0.0346558341543042,0.0964417191278136,-0.0273961067268771
"271","1 & 2","2010 - 2017",7,0.0312566156272292,0.0930693581780688,-0.0307961403508132
"272","1 & 2","2011 - 2018",7,0.0280719240215282,0.089908541807089,-0.0339802931800049
"273","1 & 2","2012 - 2019",7,0.0281573136340776,0.0899933075193782,-0.0338949344456776
"274","1 & 2","1977 - 1985",8,-0.00288108471629456,0.0591225574885744,-0.0648625822673271
"275","1 & 2","1978 - 1986",8,0.00395615246380645,0.0659330645934911,-0.0580511673053516
"276","1 & 2","1979 - 1987",8,0.0139150178094851,0.0758426757576796,-0.0481195742952951
"277","1 & 2","1980 - 1988",8,0.0288410399712262,0.0906720058975556,-0.0332114227081249
"278","1 & 2","1981 - 1989",8,0.0448964528827425,0.106592858712628,-0.0171443469384838
"279","1 & 2","1982 - 1990",8,0.0568745786603546,0.118450026433993,-0.00513661465516541
"280","1 & 2","1983 - 1991",8,0.0630363296312508,0.124542722025008,0.00104733996032654
"281","1 & 2","1984 - 1992",8,0.0606363037455011,0.122170144820653,-0.00136189815558053
"282","1 & 2","1985 - 1993",8,0.0474093169563107,0.109081802600658,-0.0146267542846099
"283","1 & 2","1986 - 1994",8,0.0258577385640791,0.0877102214815621,-0.0361933619115286
"284","1 & 2","1987 - 1995",8,0.00152112751246678,0.0635082212095482,-0.0604776579765657
"285","1 & 2","1988 - 1996",8,-0.019128113879252,0.0429158586901409,-0.081025115909657
"286","1 & 2","1989 - 1997",8,-0.0296010327460109,0.0324516003470364,-0.0914263424724064
"287","1 & 2","1990 - 1998",8,-0.0280788888155804,0.0339733309384396,-0.0899154557463429
"288","1 & 2","1991 - 1999",8,-0.0190950026080922,0.0429489210069997,-0.0809922099090465
"289","1 & 2","1992 - 2000",8,-0.0102204656365351,0.0518054406790139,-0.0721678227193623
"290","1 & 2","1993 - 2001",8,-0.00815487170508993,0.0538654422172391,-0.0701125091153791
"291","1 & 2","1994 - 2002",8,-0.0140963840151711,0.047938590962237,-0.0760230316209469
"292","1 & 2","1995 - 2003",8,-0.02211720383181,0.0399306280802412,-0.0839951194608816
"293","1 & 2","1996 - 2004",8,-0.0253527470859588,0.0366980134793606,-0.0872087639959306
"294","1 & 2","1997 - 2005",8,-0.0226805229641896,0.0393679122023224,-0.0845547185088416
"295","1 & 2","1998 - 2006",8,-0.0188879169031623,0.0431556974575054,-0.0807864049536621
"296","1 & 2","1999 - 2007",8,-0.0195897177663837,0.042454923121263,-0.0814838440701309
"297","1 & 2","2000 - 2008",8,-0.0250034330066113,0.0370470739187548,-0.0868618761173449
